,id,header,offeredSince,availabilty,status,statusNew,price,postCode1,postCode2,neighbourhood,areaM2,rooms,interior,energy,agent,link,scrapDate
14,47fa0908,Apartment Eerste Helmersstraat 289 2,"
3 weeks
","
Immediately
",NA,"
For rent
",3100.0,1054,EA,Overtoomse Sluis,70,3,Furnished,B,Expat Rental Scout,https://www.pararius.com/apartment-for-rent/amsterdam/47fa0908/eerste-helmersstraat,2022-10-25 22:18:52
15,77eefafa,Apartment Mercatorstraat 38 3,"
3 weeks
","
From 10-11-2022
",NA,"
For rent
",1750.0,1056,RH,Van Galenbuurt,65,2,Furnished,Not Available,De Nieuwe Verhuurmakelaar,https://www.pararius.com/apartment-for-rent/amsterdam/77eefafa/mercatorstraat,2022-10-25 22:18:52
16,55b3bd40,Apartment Prins Hendrikkade 167 A,"
3 weeks
","
In consultation
",NA,"
For rent
",2000.0,1011,TB,Nieuwmarkt/Lastage,120,4,Upholstered,E,The Brick Club,https://www.pararius.com/apartment-for-rent/amsterdam/55b3bd40/prins-hendrikkade,2022-10-25 22:18:52
17,bdfeca4f,House Leidsegracht,"
4 weeks
","
Immediately
",Rented under option,"
Rented under option
",2000.0,1017,NC,De Weteringschans,120,3,Upholstered,Not Available,Koops Makelaardij Amsterdam,https://www.pararius.com/house-for-rent/amsterdam/bdfeca4f/leidsegracht,2022-10-25 22:18:52
18,183f7491,House Herengracht 315,"
4 weeks
","
In consultation
",NA,"
For rent
",3250.0,1016,AV,Grachtengordel-West,170,4,Upholstered,E,Parker & Williams Real Estate Services,https://www.pararius.com/house-for-rent/amsterdam/183f7491/herengracht,2022-10-25 22:18:52
19,ca09e5ee,House Pythagorasstraat,"
4 weeks
","
Immediately
",NA,"
For rent
",3250.0,1098,GB,Middenmeer,106,4,Upholstered,B,Aham Vastgoed,https://www.pararius.com/house-for-rent/amsterdam/ca09e5ee/pythagorasstraat,2022-10-25 22:18:52
20,728b6f84,Apartment Ceintuurbaan,"
4 weeks
","
In consultation
",NA,"
For rent
",3250.0,1074,CZ,Oude Pijp,178,5,NA,Not Available,Engel en Volkers Amsterdam Centrum,https://www.pararius.com/apartment-for-rent/amsterdam/728b6f84/ceintuurbaan,2022-10-25 22:18:52
21,bc4ae517,Apartment Pieter Calandlaan,"
4 weeks
","
Immediately
",Rented under option,"
Rented under option
",2250.0,1060,TX,Middelveldsche Akerpolder,96,4,Furnished,B,Rotsvast Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/bc4ae517/pieter-calandlaan,2022-10-25 22:18:52
22,9627f381,Apartment Marnixstraat 198 3,"
4 weeks
","
From 01-11-2022
",NA,"
For rent
",2600.0,1016,TJ,Jordaan,119,3,Furnished,Not Available,Inter Immo Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/9627f381/marnixstraat,2022-10-25 22:18:52
23,e26f7454,Apartment Lauriergracht 92 H,"
4 weeks
","
Immediately
",Rented under option,"
Rented under option
",4350.0,1016,RN,Jordaan,150,5,Furnished,C,Urban Homies,https://www.pararius.com/apartment-for-rent/amsterdam/e26f7454/lauriergracht,2022-10-25 22:18:52
24,3a0773fe,Apartment Herengracht,"
4 weeks
","
Immediately
",NA,"
For rent
",2850.0,1016,BH,Grachtengordel-West,123,3,Furnished,B,Inter Immo Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/3a0773fe/herengracht,2022-10-25 22:18:52
25,d4183532,Apartment Admiraal De Ruijterweg 89 3,"
4 weeks
","
Immediately
",NA,"
For rent
",1800.0,1056,ET,Geuzenbuurt,63,2,Furnished,D,ViaDaan,https://www.pararius.com/apartment-for-rent/amsterdam/d4183532/admiraal-de-ruijterweg,2022-10-25 22:18:52
26,b0878be0,House Singel 377,"
4 weeks
","
From 01-11-2022
",NA,"
For rent
",3450.0,1012,WL,Burgwallen-Nieuwe Zijde,115,4,Upholstered or furnished,Not Available,Rossetti Residence,https://www.pararius.com/house-for-rent/amsterdam/b0878be0/singel,2022-10-25 22:18:52
27,8d2012ee,Apartment Admiraliteitstraat,"
4 weeks
","
From 01-11-2022
",NA,"
For rent
",1675.0,1018,KP,Oostelijke Eilanden/Kadijken,60,2,Upholstered,C,Expathousing.com (Amsterdam),https://www.pararius.com/apartment-for-rent/amsterdam/8d2012ee/admiraliteitstraat,2022-10-25 22:18:52
28,345a77de,Apartment Valkenburgerstraat 132 F,"
4 weeks
","
From 01-11-2022
",NA,"
For rent
",3150.0,1011,NA,Nieuwmarkt/Lastage,95,3,Furnished,A,IdealEstate Housing Consultancy,https://www.pararius.com/apartment-for-rent/amsterdam/345a77de/valkenburgerstraat,2022-10-25 22:18:52
29,40ad9a36,Apartment George Gershwinlaan 46,"
4 weeks
","
From 01-11-2022
",NA,"
For rent
",3250.0,1082,MT,Zuidas,80,3,Furnished,A,Listings,https://www.pararius.com/apartment-for-rent/amsterdam/40ad9a36/george-gershwinlaan,2022-10-25 22:18:52
30,3e6d621b,Apartment Kromme-Mijdrechtstraat,"
4 weeks
","
In consultation
",NA,"
For rent
",2750.0,1079,KP,Rijnbuurt,75,3,Upholstered,E,Infinitas Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/3e6d621b/kromme-mijdrechtstraat,2022-10-25 22:18:52
31,6895858c,Apartment Oostenburgervoorstraat,"
4 weeks
","
Immediately
",NA,"
For rent
",2975.0,1018,MN,Oostelijke Eilanden/Kadijken,130,4,Furnished,A,Expathousing.com (Amsterdam),https://www.pararius.com/apartment-for-rent/amsterdam/6895858c/oostenburgervoorstraat,2022-10-25 22:18:52
2,bf2286d1,Apartment Lindengracht,"
4 weeks
","
Immediately
",Rented under option,"
Rented under option
",4000.0,1015,KJ,Jordaan,210,6,Upholstered,E,"Urban Homies,                                                                                 Haagen & Partners",https://www.pararius.com/apartment-for-rent/amsterdam/bf2286d1/lindengracht,2022-10-25 22:18:52
3,c2d77809,House Genhoes 4,"
4 weeks
","
In consultation
",NA,"
For rent
",14000.0,1082,BC,Buitenveldert-West,342,8,Upholstered,B,Broersma Makelaardij,https://www.pararius.com/house-for-rent/amsterdam/c2d77809/genhoes,2022-10-25 22:18:52
4,aa45e9b1,Studio Ferdinand Bolstraat,"
4 weeks
","
Immediately
",NA,"
For rent
",1800.0,1072,LJ,Oude Pijp,40,1,NA,A,My Amsterdam Apartments,https://www.pararius.com/studio-for-rent/amsterdam/aa45e9b1/ferdinand-bolstraat,2022-10-25 22:18:52
5,6d9615f7,Apartment Saxenburgerstraat,"
4 weeks
","
Immediately
",NA,"
For rent
",3000.0,1054,KM,Overtoomse Sluis,116,4,Furnished,Not Available,Inter Immo Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/6d9615f7/saxenburgerstraat,2022-10-25 22:18:52
6,aeb46148,Apartment Kromme-Mijdrechtstraat,"
4 weeks
","
From 01-11-2022
",NA,"
For rent
",2000.0,1079,KP,Rijnbuurt,80,2,Furnished,C,HB Housing,https://www.pararius.com/apartment-for-rent/amsterdam/aeb46148/kromme-mijdrechtstraat,2022-10-25 22:18:52
7,4323effa,Apartment Van Tuyll van Serooskerkenweg 62 1,"
4 weeks
","
From 15-11-2022
",NA,"
For rent
",2400.0,1076,JN,Stadionbuurt,80,3,Furnished,C,ViaDaan,https://www.pararius.com/apartment-for-rent/amsterdam/4323effa/van-tuyll-van-serooskerkenweg,2022-10-25 22:18:52
8,94e6ba37,Apartment Brouwersgracht,"
4 weeks
","
Immediately
",NA,"
For rent
",3000.0,1013,HC,Haarlemmerbuurt,101,3,Furnished,Not Available,Brixt,https://www.pararius.com/apartment-for-rent/amsterdam/94e6ba37/brouwersgracht,2022-10-25 22:18:52
9,f55b2c63,Apartment J.F. van Hengelstraat,"
4 weeks
","
Immediately
",NA,"
For rent
",2795.0,1019,DC,Oostelijk Havengebied,140,3,Upholstered,B,A Plus Apartments,https://www.pararius.com/apartment-for-rent/amsterdam/f55b2c63/j-f-van-hengelstraat,2022-10-25 22:18:52
10,963ccd8f,House Keverberg,"
4 weeks
","
From 01-11-2022
",NA,"
For rent
",3500.0,1082,BD,Buitenveldert-West,170,5,Upholstered,C,First Class Housing,https://www.pararius.com/house-for-rent/amsterdam/963ccd8f/keverberg,2022-10-25 22:18:52
11,9669b693,Apartment Arent Janszoon Ernststraat 43,"
4 weeks
","
Immediately
",NA,"
For rent
",2800.0,1083,GP,Buitenveldert-Oost,135,4,Furnished,B,The Brick Club,https://www.pararius.com/apartment-for-rent/amsterdam/9669b693/arent-janszoon-ernststraat,2022-10-25 22:18:52
12,e495959c,Apartment Vierwindenstraat,"
4 weeks
","
In consultation
",NA,"
For rent
",7500.0,1013,LA,Haarlemmerbuurt,236,9,Furnished,B,Peters & Partners,https://www.pararius.com/apartment-for-rent/amsterdam/e495959c/vierwindenstraat,2022-10-25 22:18:52
13,53c7ff6e,House Adriënne Solserhof 2,"
4 weeks
","
Immediately
",NA,"
For rent
",3750.0,1087,MT,IJburg Zuid,176,4,Upholstered,A,KK Amsterdam,https://www.pararius.com/house-for-rent/amsterdam/53c7ff6e/adrienne-solserhof,2022-10-25 22:18:52
14,bab01325,Apartment Venetiëhof 67,"
4 weeks
","
From 01-11-2022
",Rented under option,"
Rented under option
",2250.0,1019,NB,Oostelijk Havengebied,102,4,Furnished,Not Available,The Rental Agency Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/bab01325/venetiehof,2022-10-25 22:18:52
15,72f54b88,Apartment Prinsengracht 1069,"
4 weeks
","
Immediately
",NA,"
For rent
",3750.0,1017,JG,Grachtengordel-Zuid,142,3,Upholstered,C,AmsterHomes,https://www.pararius.com/apartment-for-rent/amsterdam/72f54b88/prinsengracht,2022-10-25 22:18:52
16,49a87bb7,Apartment Grote Bickersstraat 23 H,"
4 weeks
","
From 01-11-2022
",NA,"
For rent
",2000.0,1013,KN,Haarlemmerbuurt,62,2,Furnished,C,ViaDaan,https://www.pararius.com/apartment-for-rent/amsterdam/49a87bb7/grote-bickersstraat,2022-10-25 22:18:52
17,bdedff57,Apartment Gelrestraat,"
4 weeks
","
Immediately
",Rented under option,"
Rented under option
",1725.0,1079,MZ,Scheldebuurt,55,2,NA,A,Wooove B.V.,https://www.pararius.com/apartment-for-rent/amsterdam/bdedff57/gelrestraat,2022-10-25 22:18:52
18,42bdbfe6,Apartment Cornelis Schuytstraat,"
5 weeks
","
In consultation
",NA,"
For rent
",4250.0,1071,JH,Museumkwartier,142,4,NA,D,Ramón Mossel Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/42bdbfe6/cornelis-schuytstraat,2022-10-25 22:18:52
19,5adb01cd,Apartment H. Cleyndertweg 589,"
5 weeks
","
From 01-11-2022
",NA,"
For rent
",2000.0,1025,DX,Buikslotermeer,81,4,Furnished,E,Amsterdam Housing,https://www.pararius.com/apartment-for-rent/amsterdam/5adb01cd/h-cleyndertweg,2022-10-25 22:18:52
20,e780d953,Apartment Nieuwe Oostenburgerstraat 1 D,"
5 weeks
","
Immediately
",NA,"
For rent
",3000.0,1018,MB,Oostelijke Eilanden/Kadijken,120,5,NA,A++,Rent a Stone,https://www.pararius.com/apartment-for-rent/amsterdam/e780d953/nieuwe-oostenburgerstraat,2022-10-25 22:18:52
21,1c7e95c0,Apartment Hoofdweg,"
5 weeks
","
From 01-11-2022
",NA,"
For rent
",3000.0,1058,BC,Westindische Buurt,155,6,Upholstered,Not Available,Out Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/1c7e95c0/hoofdweg,2022-10-25 22:18:52
22,0596f505,Apartment Korte Prinsengracht 46 A,"
5 weeks
","
Immediately
",NA,"
For rent
",4675.0,1013,GT,Haarlemmerbuurt,170,5,NA,Not Available,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/0596f505/korte-prinsengracht,2022-10-25 22:18:52
23,ef9ed72e,Apartment Kalkmarkt,"
5 weeks
","
In consultation
",NA,"
For rent
",1795.0,1011,BC,Nieuwmarkt/Lastage,45,2,Furnished,Not Available,HouseHunting Randstad,https://www.pararius.com/apartment-for-rent/amsterdam/ef9ed72e/kalkmarkt,2022-10-25 22:18:52
24,b3315819,Apartment Van Hallstraat,"
5 weeks
","
Immediately
",NA,"
For rent
",1975.0,1051,GX,Staatsliedenbuurt,50,2,Furnished,Not Available,123Wonen Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/b3315819/van-hallstraat,2022-10-25 22:18:52
25,4148700e,Apartment Marskramerstraat,"
5 weeks
","
Immediately
",NA,"
For rent
",3000.0,1033,WG,Oostzanerwerf,196,6,NA,A,Rebid,https://www.pararius.com/apartment-for-rent/amsterdam/4148700e/marskramerstraat,2022-10-25 22:18:52
26,9c441f8a,Apartment Albert Cuypstraat,"
5 weeks
","
Immediately
",NA,"
For rent
",2500.0,1072,CN,Oude Pijp,100,3,Upholstered,E,Interhouse verhuurmakelaars Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/9c441f8a/albert-cuypstraat,2022-10-25 22:18:52
27,0d75652f,Apartment Keizersgracht,"
5 weeks
","
Immediately
",NA,"
For rent
",2750.0,1017,ES,Grachtengordel-Zuid,78,2,Furnished,Not Available,Rotsvast Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/0d75652f/keizersgracht,2022-10-25 22:18:52
28,9ba9f3cc,Apartment Keizersgracht,"
5 weeks
","
Immediately
",NA,"
For rent
",2600.0,1017,ES,Grachtengordel-Zuid,80,2,Furnished,Not Available,Rotsvast Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/9ba9f3cc/keizersgracht,2022-10-25 22:18:52
29,ae73230c,Apartment Pieter de Hoochstraat,"
5 weeks
","
Immediately
",NA,"
For rent
",3700.0,1071,ED,Museumkwartier,130,3,Furnished,C,4-Freedom | Vastgoedbeheer,https://www.pararius.com/apartment-for-rent/amsterdam/ae73230c/pieter-de-hoochstraat,2022-10-25 22:18:52
30,2ff95469,Apartment Hogewerf,"
5 weeks
","
From 15-11-2022
",NA,"
For rent
",2250.0,1082,NG,Buitenveldert-Oost,85,2,Furnished,C,Houses4let,https://www.pararius.com/apartment-for-rent/amsterdam/2ff95469/hogewerf,2022-10-25 22:18:52
31,3a2238ed,House Akerpolderstraat,"
5 weeks
","
Immediately
",NA,"
For rent
",2700.0,1066,ET,Sloter-/Riekerpolder,169,6,Upholstered,B,Brixt,https://www.pararius.com/house-for-rent/amsterdam/3a2238ed/akerpolderstraat,2022-10-25 22:18:52
2,d812368c,Apartment Prinsengracht 533 I,"
5 weeks
","
In consultation
",NA,"
For rent
",1900.0,1016,HS,Grachtengordel-West,40,2,Upholstered or furnished,C,Beekman makelaardij o.g. b.v.,https://www.pararius.com/apartment-for-rent/amsterdam/d812368c/prinsengracht,2022-10-25 22:18:52
3,f8dec1e9,House Pijlkruidstraat 1,"
5 weeks
","
From 15-12-2022
",NA,"
For rent
",2750.0,1087,CE,IJburg West,135,5,Upholstered,A,Yourhome Makelaars,https://www.pararius.com/house-for-rent/amsterdam/f8dec1e9/pijlkruidstraat,2022-10-25 22:18:52
4,0166295c,Apartment Rie Mastenbroekstraat 47,"
5 weeks
","
In consultation
",Rented under option,"
Rented under option
",1750.0,1095,MJ,Zeeburgereiland/Nieuwe Diep,70,3,Upholstered or furnished,A,IB Makelaars,https://www.pararius.com/apartment-for-rent/amsterdam/0166295c/rie-mastenbroekstraat,2022-10-25 22:18:52
5,53223067,Apartment Jan van Galenstraat 183 1,"
5 weeks
","
Immediately
",NA,"
For rent
",1650.0,1056,BS,Van Galenbuurt,50,2,Upholstered,D,The Tenants Group,https://www.pararius.com/apartment-for-rent/amsterdam/53223067/jan-van-galenstraat,2022-10-25 22:18:52
6,d42753d4,Apartment Céramiquelaan,"
5 weeks
","
From 01-11-2022
",NA,"
For rent
",4000.0,1031,KG,Noordelijke IJ-oevers West,110,4,Furnished,A++,I-housing,https://www.pararius.com/apartment-for-rent/amsterdam/d42753d4/ceramiquelaan,2022-10-25 22:18:52
7,8c469681,Apartment Lucellestraat,"
5 weeks
","
Immediately
",NA,"
For rent
",2000.0,1055,HX,Landlust,59,3,Upholstered,A,First Class Housing,https://www.pararius.com/apartment-for-rent/amsterdam/8c469681/lucellestraat,2022-10-25 22:18:52
8,8fee7d69,Apartment Van Tuyll van Serooskerkenweg 110 3,"
5 weeks
","
Immediately
",NA,"
For rent
",3500.0,1076,JR,Stadionbuurt,125,5,Furnished,C,Koops Makelaardij Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/8fee7d69/van-tuyll-van-serooskerkenweg,2022-10-25 22:18:52
9,2d5865cb,Apartment Cornelis Schuytstraat 25 2+3,"
5 weeks
","
Immediately
",NA,"
For rent
",3950.0,1071,JD,Museumkwartier,150,4,Upholstered,Not Available,Prinsen Residence International,https://www.pararius.com/apartment-for-rent/amsterdam/2d5865cb/cornelis-schuytstraat,2022-10-25 22:18:52
10,11dd1885,Apartment Grootzeil,"
6 weeks
","
From 01-11-2022
",NA,"
For rent
",2250.0,1034,LV,Banne Buiksloot,93,4,Furnished,Not Available,123Wonen Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/11dd1885/grootzeil,2022-10-25 22:18:52
11,f29ea9bb,House Johannes Verhulststraat 151 H,"
6 weeks
","
Immediately
",NA,"
For rent
",11000.0,1075,GW,Willemspark,255,10,Upholstered,Not Available,Hoen Vastgoedbeheer,https://www.pararius.com/house-for-rent/amsterdam/f29ea9bb/johannes-verhulststraat,2022-10-25 22:18:52
12,bda19462,Apartment Geldersekade 45 A,"
6 weeks
","
Immediately
",NA,"
For rent
",1600.0,1011,EJ,Nieuwmarkt/Lastage,46,1,NA,B,Rent a Stone,https://www.pararius.com/apartment-for-rent/amsterdam/bda19462/geldersekade,2022-10-25 22:18:52
13,5d198026,House Schapenburgerpad 20,"
6 weeks
","
In consultation
",NA,"
For rent
",4000.0,1071,ZA,Museumkwartier,198,6,Upholstered or furnished,D,Ter Haar Makelaars B.V.,https://www.pararius.com/house-for-rent/amsterdam/5d198026/schapenburgerpad,2022-10-25 22:18:52
14,16428779,Apartment Korte Ouderkerkerdijk 1 C1,"
6 weeks
","
Immediately
",NA,"
For rent
",3850.0,1096,AC,Omval/Overamstel,139,3,NA,A+,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/16428779/korte-ouderkerkerdijk,2022-10-25 22:18:52
15,a96a5101,Apartment Gustav Mahlerlaan 359,"
6 weeks
","
In consultation
",NA,"
For rent
",5850.0,1082,MK,Zuidas,132,3,Upholstered or furnished,A,Engel en Volkers Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/a96a5101/gustav-mahlerlaan,2022-10-25 22:18:52
16,67fa5f60,Apartment Gustav Mahlerplein 285 PH,"
6 weeks
","
In consultation
",NA,"
For rent
",8000.0,1082,MS,Zuidas,193,4,Furnished,A,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/67fa5f60/gustav-mahlerplein,2022-10-25 22:18:52
17,ec18994c,Apartment Prinsengracht,"
6 weeks
","
From 01-11-2022
",NA,"
For rent
",3000.0,1017,JV,Grachtengordel-Zuid,110,3,Upholstered,Not Available,Hollandsche Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/ec18994c/prinsengracht,2022-10-25 22:18:52
18,8982f430,Apartment Tweede Jan Steenstraat 25 H,"
6 weeks
","
From 16-11-2022
",Rented under option,"
Rented under option
",2675.0,1073,VL,Oude Pijp,83,3,Furnished,A,Huizenbalie.nl,https://www.pararius.com/apartment-for-rent/amsterdam/8982f430/tweede-jan-steenstraat,2022-10-25 22:18:52
19,28bf42cf,Apartment Pieter Cornelisz. Hooftstraat,"
6 weeks
","
In consultation
",NA,"
For rent
",2495.0,1071,BM,Museumkwartier,70,3,NA,D,Mar. J. Heule,https://www.pararius.com/apartment-for-rent/amsterdam/28bf42cf/pieter-cornelisz-hooftstraat,2022-10-25 22:18:52
20,cc268b9e,Apartment Van Baerlestraat 14 3,"
6 weeks
","
Immediately
",NA,"
For rent
",2800.0,1071,AW,Museumkwartier,162,4,Upholstered,A,Amsterdamse Maatschappij,https://www.pararius.com/apartment-for-rent/amsterdam/cc268b9e/van-baerlestraat,2022-10-25 22:18:52
21,262cb71c,Apartment Tommaso Albinonistraat 166,"
6 weeks
","
Immediately
",NA,"
For rent
",4500.0,1083,HM,Zuidas,197,5,Upholstered,A,JLG Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/262cb71c/tommaso-albinonistraat,2022-10-25 22:18:52
22,dc30abe9,Apartment Den Texstraat 8 B,"
6 weeks
","
In consultation
",NA,"
For rent
",3400.0,1017,ZA,De Weteringschans,126,3,Upholstered or furnished,A,Consilium BV,https://www.pararius.com/apartment-for-rent/amsterdam/dc30abe9/den-texstraat,2022-10-25 22:18:52
23,276fa1c7,Apartment Johannes Verhulststraat,"
6 weeks
","
Immediately
",Rented under option,"
Rented under option
",3200.0,1071,NE,Museumkwartier,135,5,Upholstered,Not Available,Rotsvast Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/276fa1c7/johannes-verhulststraat,2022-10-25 22:18:52
24,a7f37a08,House Prinseneiland 59,"
6 weeks
","
Immediately
",NA,"
For rent
",2950.0,1013,LM,Haarlemmerbuurt,120,3,Furnished,C,Urban Homies,https://www.pararius.com/house-for-rent/amsterdam/a7f37a08/prinseneiland,2022-10-25 22:18:52
25,7e7f88d3,Apartment Nieuwendijk,"
6 weeks
","
Immediately
",NA,"
For rent
",3000.0,1012,MP,Burgwallen-Nieuwe Zijde,92,3,Furnished,Not Available,The Perfect House,https://www.pararius.com/apartment-for-rent/amsterdam/7e7f88d3/nieuwendijk,2022-10-25 22:18:52
26,bc3dc2cb,Apartment Recht Boomssloot 14 E,"
6 weeks
","
Immediately
",Rented under option,"
Rented under option
",3950.0,1011,EA,Nieuwmarkt/Lastage,145,4,Furnished,Not Available,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/bc3dc2cb/recht-boomssloot,2022-10-25 22:18:52
27,a206be85,House Le Tourmalet 26,"
6 weeks
","
From 01-11-2022
",NA,"
For rent
",2000.0,1060,NX,Middelveldsche Akerpolder,134,4,Upholstered,Not Available,Amsterdam Housing,https://www.pararius.com/house-for-rent/amsterdam/a206be85/le-tourmalet,2022-10-25 22:18:52
28,20c1d1a1,Apartment Ruysdaelkade 15 II,"
6 weeks
","
From 01-11-2022
",NA,"
For rent
",2975.0,1072,AG,Oude Pijp,101,4,Upholstered,Not Available,Alcoco.nl,https://www.pararius.com/apartment-for-rent/amsterdam/20c1d1a1/ruysdaelkade,2022-10-25 22:18:52
29,14a5ed41,Apartment Leliegracht 25 B,"
6 weeks
","
Immediately
",NA,"
For rent
",2850.0,1016,GR,Grachtengordel-West,92,3,NA,G,Ter Haar Makelaars B.V.,https://www.pararius.com/apartment-for-rent/amsterdam/14a5ed41/leliegracht,2022-10-25 22:18:52
30,5906275d,Apartment Bilderdijkkade,"
6 weeks
","
From 02-12-2022
",NA,"
For rent
",2700.0,1053,VK,Van Lennepbuurt,115,2,Furnished,C,RE/MAX Pro,https://www.pararius.com/apartment-for-rent/amsterdam/5906275d/bilderdijkkade,2022-10-25 22:18:52
31,27041905,Apartment Solitudolaan,"
6 weeks
","
In consultation
",NA,"
For rent
",6500.0,1096,DS,Omval/Overamstel,204,7,NA,A,Mar. J. Heule,https://www.pararius.com/apartment-for-rent/amsterdam/27041905/solitudolaan,2022-10-25 22:18:52
2,8736c8a2,House Lindenstraat 3,"
7 weeks
","
Immediately
",NA,"
For rent
",4500.0,1015,KV,Jordaan,144,9,Upholstered or furnished,F,De Graaf & Groot Makelaars,https://www.pararius.com/house-for-rent/amsterdam/8736c8a2/lindenstraat,2022-10-25 22:18:52
3,d40aba2d,Apartment Van Oldenbarneveldtstraat,"
7 weeks
","
In consultation
",NA,"
For rent
",2250.0,1052,KA,Frederik Hendrikbuurt,85,5,NA,F,Makelaardij Prins van Wijngaarden,https://www.pararius.com/apartment-for-rent/amsterdam/d40aba2d/van-oldenbarneveldtstraat,2022-10-25 22:18:52
4,3671c460,Apartment Baarsjesweg,"
7 weeks
","
Immediately
",NA,"
For rent
",2500.0,1058,AD,Westindische Buurt,50,2,Furnished,Not Available,Amsterdam Rentals,https://www.pararius.com/apartment-for-rent/amsterdam/3671c460/baarsjesweg,2022-10-25 22:18:52
5,f260210b,Apartment Rooseveltlaan,"
7 weeks
","
In consultation
",NA,"
For rent
",2800.0,1079,AB,Scheldebuurt,143,5,Upholstered,C,BrinkBorgh Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/f260210b/rooseveltlaan,2022-10-25 22:18:52
6,6b90a998,Apartment Osdorpplein,"
7 weeks
","
Immediately
",NA,"
For rent
",1700.0,1068,TD,Osdorp-Oost,73,3,NA,A+,Rebid,https://www.pararius.com/apartment-for-rent/amsterdam/6b90a998/osdorpplein,2022-10-25 22:18:52
7,7ccde157,Apartment Rustenburgerstraat 145,"
7 weeks
","
Immediately
",Rented under option,"
Rented under option
",2450.0,1073,EX,Nieuwe Pijp,87,3,Upholstered,E,Amsterdam Wonen,https://www.pararius.com/apartment-for-rent/amsterdam/7ccde157/rustenburgerstraat,2022-10-25 22:18:52
8,62acd338,Apartment Herengracht 579 3,"
7 weeks
","
From 01-11-2022
",NA,"
For rent
",3950.0,1017,CD,Grachtengordel-Zuid,110,3,Upholstered or furnished,A,Parker & Williams Real Estate Services,https://www.pararius.com/apartment-for-rent/amsterdam/62acd338/herengracht,2022-10-25 22:18:52
9,6804fb71,Apartment IJburglaan,"
7 weeks
","
Immediately
",NA,"
For rent
",2600.0,1087,CE,IJburg West,110,2,Furnished,A,Michiel Stolker Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/6804fb71/ijburglaan,2022-10-25 22:18:52
10,38e6b54f,Apartment Van Boshuizenstraat,"
7 weeks
","
Immediately
",NA,"
For rent
",2450.0,1082,AR,Buitenveldert-Oost,102,3,Furnished,D,Evers Makelaardij & Taxateurs,https://www.pararius.com/apartment-for-rent/amsterdam/38e6b54f/van-boshuizenstraat,2022-10-25 22:18:52
11,c8c2a85a,Apartment Leidsegracht,"
7 weeks
","
In consultation
",NA,"
For rent
",2750.0,1016,CR,Jordaan,106,3,Furnished,Not Available,Engel en Volkers Amsterdam Centrum,https://www.pararius.com/apartment-for-rent/amsterdam/c8c2a85a/leidsegracht,2022-10-25 22:18:52
12,f9d4400e,Apartment Rijnstraat 222 1,"
8 weeks
","
In consultation
",NA,"
For rent
",2250.0,1079,HV,Rijnbuurt,83,2,NA,E,Beekman makelaardij o.g. b.v.,https://www.pararius.com/apartment-for-rent/amsterdam/f9d4400e/rijnstraat,2022-10-25 22:18:52
13,26b54d99,Apartment Koningslaan 24 C,"
8 weeks
","
Immediately
",NA,"
For rent
",3950.0,1075,AD,Willemspark,83,3,Upholstered,Not Available,Amsterdam Housing,https://www.pararius.com/apartment-for-rent/amsterdam/26b54d99/koningslaan,2022-10-25 22:18:52
14,8ee95e5c,Apartment Keizersgracht 680 II+III,"
8 weeks
","
Immediately
",NA,"
For rent
",3950.0,1017,ET,Grachtengordel-Zuid,125,3,NA,Not Available,Peter Bruin Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/8ee95e5c/keizersgracht,2022-10-25 22:18:52
15,78fc6860,Apartment Sarphatistraat,"
8 weeks
","
Immediately
",Rented under option,"
Rented under option
",4950.0,1018,GK,Weesperbuurt/Plantage,142,5,Furnished,A,Eefje Voogd Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/78fc6860/sarphatistraat,2022-10-25 22:18:52
