,id,header,offeredSince,availabilty,status,statusNew,price,postCode1,postCode2,neighbourhood,areaM2,rooms,interior,agent,link,scrapDate
12,e040bfd3,House Bloemgracht 172,"
19-10-2022
","
Immediately
",New,"
For rent
",6000.0,1015,TV,Jordaan,202,8,Upholstered,Amsterdam Wonen,https://www.pararius.com/house-for-rent/amsterdam/e040bfd3/bloemgracht,2022-10-19 20:33:16
13,9a280d3b,Apartment Rijswijkstraat 151 B,"
19-10-2022
","
From 01-11-2022
",New,"
For rent
",1250.0,1062,ES,Westlandgracht,52,2,Upholstered,LIV Residential,https://www.pararius.com/apartment-for-rent/amsterdam/9a280d3b/rijswijkstraat,2022-10-19 20:33:16
14,d8647f23,Apartment Pieter Calandlaan,"
19-10-2022
","
From 01-11-2022
",New,"
For rent
",1750.0,1069,SC,Osdorp-Midden,90,3,Furnished,HB Housing,https://www.pararius.com/apartment-for-rent/amsterdam/d8647f23/pieter-calandlaan,2022-10-19 20:33:16
15,112b3b22,Apartment Rustenburgerstraat 146 A22,"
19-10-2022
","
From 01-11-2022
",New,"
For rent
",2150.0,1073,GJ,Nieuwe Pijp,55,3,Furnished,ViaDaan,https://www.pararius.com/apartment-for-rent/amsterdam/112b3b22/rustenburgerstraat,2022-10-19 20:33:16
16,3982ab40,Apartment Groen van Prinstererstraat,"
19-10-2022
","
From 01-11-2022
",New,"
For rent
",2400.0,1051,EH,Staatsliedenbuurt,73,3,Furnished,Compass Housing Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/3982ab40/groen-van-prinstererstraat,2022-10-19 20:33:16
17,a94326c9,Apartment Korte Ouderkerkerdijk 1 W2,"
19-10-2022
","
Immediately
",New,"
For rent
",10500.0,1096,AC,Omval/Overamstel,196,4,Upholstered,The Rental Agency Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/a94326c9/korte-ouderkerkerdijk,2022-10-19 20:33:16
18,e6fcf716,Apartment Dusartstraat,"
19-10-2022
","
From 01-12-2022
",New,"
For rent
",2500.0,1072,HV,Nieuwe Pijp,75,3,Upholstered,Park Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/e6fcf716/dusartstraat,2022-10-19 20:33:16
19,a7401bd8,Apartment Rheastraat 24,"
19-10-2022
","
From 01-12-2022
",New,"
For rent
",2750.0,1076,DS,Stadionbuurt,125,3,Furnished,The Rental Agency Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/a7401bd8/rheastraat,2022-10-19 20:33:16
20,730c4310,Apartment Tolstraat 42 1,"
19-10-2022
","
From 01-11-2022
",New,"
For rent
",1850.0,1073,SC,Zuid Pijp,45,2,Furnished,Amsterdam Housing,https://www.pararius.com/apartment-for-rent/amsterdam/730c4310/tolstraat,2022-10-19 20:33:16
21,cc9c1dc1,Apartment Gillis van Ledenberchstraat,"
19-10-2022
","
From 01-12-2022
",New,"
For rent
",1850.0,1052,VG,Frederik Hendrikbuurt,76,3,Furnished,Expathousing.com (Amsterdam),https://www.pararius.com/apartment-for-rent/amsterdam/cc9c1dc1/gillis-van-ledenberchstraat,2022-10-19 20:33:16
22,5ca40c05,Apartment Banstraat 55 II,"
19-10-2022
","
In consultation
",New,"
For rent
",2100.0,1071,JX,Museumkwartier,75,2,Upholstered or furnished,Ter Haar Makelaars B.V.,https://www.pararius.com/apartment-for-rent/amsterdam/5ca40c05/banstraat,2022-10-19 20:33:16
23,84921dfd,Apartment Oudezijds Achterburgwal 145 I,"
18-10-2022
","
In consultation
",New,"
For rent
",1975.0,1012,DG,Burgwallen-Oude Zijde,50,2,Upholstered or furnished,MA Residences,https://www.pararius.com/apartment-for-rent/amsterdam/84921dfd/oudezijds-achterburgwal,2022-10-19 20:33:16
24,4bdf2bf9,Studio Sarphatistraat,"
18-10-2022
","
From 01-11-2022
",Rented under option,"
Rented under option
",1250.0,1018,AV,Weesperbuurt/Plantage,25,1,Furnished,Nuverhuren.nl,https://www.pararius.com/studio-for-rent/amsterdam/4bdf2bf9/sarphatistraat,2022-10-19 20:33:16
25,8a64796f,Apartment NDSM-pier,"
18-10-2022
","
From 01-12-2022
",NA,"
For rent
",1740.0,1033,RE,Noordelijke IJ-oevers West,65,4,Upholstered,"FRIS Woningmakelaars Amsterdam,                                                                                 Eefje Voogd Makelaardij",https://www.pararius.com/apartment-for-rent/amsterdam/8a64796f/ndsm-pier,2022-10-19 20:33:16
26,46e24875,Apartment NDSM-pier,"
18-10-2022
","
From 01-12-2022
",NA,"
For rent
",2450.0,1033,RE,Noordelijke IJ-oevers West,110,4,Upholstered,"FRIS Woningmakelaars Amsterdam,                                                                                 Eefje Voogd Makelaardij",https://www.pararius.com/apartment-for-rent/amsterdam/46e24875/ndsm-pier,2022-10-19 20:33:16
27,29597cb1,Apartment NDSM-pier,"
18-10-2022
","
From 01-12-2022
",NA,"
For rent
",3400.0,1033,RE,Noordelijke IJ-oevers West,129,4,Upholstered,"FRIS Woningmakelaars Amsterdam,                                                                                 Eefje Voogd Makelaardij",https://www.pararius.com/apartment-for-rent/amsterdam/29597cb1/ndsm-pier,2022-10-19 20:33:16
28,d931663c,House H. Stolleplantsoen,"
18-10-2022
","
From 01-12-2022
",NA,"
For rent
",2650.0,1022,KK,Elzenhagen,185,7,Upholstered,123Wonen Amsterdam,https://www.pararius.com/house-for-rent/amsterdam/d931663c/h-stolleplantsoen,2022-10-19 20:33:16
29,0786997a,Apartment Keizersgracht 633 A,"
18-10-2022
","
In consultation
",NA,"
For rent
",3400.0,1017,DS,Grachtengordel-Zuid,54,2,Upholstered,Makelaarskantoor Carla van den Brink,https://www.pararius.com/apartment-for-rent/amsterdam/0786997a/keizersgracht,2022-10-19 20:33:16
0,2190923e,Apartment Herenstraat 4 D,"
18-10-2022
","
From 01-11-2022
",NA,"
For rent
",1995.0,1015,CA,Grachtengordel-West,55,2,Furnished,EHR Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/2190923e/herenstraat,2022-10-19 20:33:16
1,5f3f0e9f,Apartment Herengracht 449 B,"
18-10-2022
","
Immediately
",NA,"
For rent
",3850.0,1017,BR,Grachtengordel-Zuid,200,5,Upholstered,Amsterdam Wonen,https://www.pararius.com/apartment-for-rent/amsterdam/5f3f0e9f/herengracht,2022-10-19 20:33:16
2,47239a2e,Apartment Alexanderkade,"
18-10-2022
","
Immediately
",NA,"
For rent
",2500.0,1018,ZC,Oostelijke Eilanden/Kadijken,102,5,Furnished,Rotsvast Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/47239a2e/alexanderkade,2022-10-19 20:33:16
3,737c6055,Apartment Johannes Verhulststraat 157 3,"
18-10-2022
","
In consultation
",NA,"
For rent
",5500.0,1075,GW,Willemspark,168,4,Furnished,Consilium BV,https://www.pararius.com/apartment-for-rent/amsterdam/737c6055/johannes-verhulststraat,2022-10-19 20:33:16
4,c9a0a938,Apartment Blasiusstraat,"
18-10-2022
","
From 01-12-2022
",NA,"
For rent
",2400.0,1091,CR,Weesperzijde,66,3,Furnished,Brixt,https://www.pararius.com/apartment-for-rent/amsterdam/c9a0a938/blasiusstraat,2022-10-19 20:33:16
5,3bf6999e,Apartment Nova Zemblastraat,"
18-10-2022
","
From 31-10-2022
",NA,"
For rent
",1950.0,1013,RJ,Spaarndammer- en Zeeheldenbuurt,60,2,Furnished,Interhouse verhuurmakelaars Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/3bf6999e/nova-zemblastraat,2022-10-19 20:33:16
6,6eac405d,Apartment Jennerstraat,"
18-10-2022
","
From 01-01-2023
",NA,"
For rent
",2300.0,1097,GB,Frankendael,108,6,NA,Rebid,https://www.pararius.com/apartment-for-rent/amsterdam/6eac405d/jennerstraat,2022-10-19 20:33:16
7,cd4508a5,Apartment Jacob van Lennepkade,"
18-10-2022
","
From 01-12-2022
",NA,"
For rent
",2075.0,1054,ZT,Overtoomse Sluis,65,2,Furnished,Homecrew,https://www.pararius.com/apartment-for-rent/amsterdam/cd4508a5/jacob-van-lennepkade,2022-10-19 20:33:16
8,3d2c763c,Apartment Lauriergracht 142 A,"
18-10-2022
","
From 07-11-2022
",NA,"
For rent
",2450.0,1016,RT,Jordaan,53,2,Furnished,Urban Homies,https://www.pararius.com/apartment-for-rent/amsterdam/3d2c763c/lauriergracht,2022-10-19 20:33:16
9,0c7e1e29,Apartment Quellijnstraat,"
18-10-2022
","
In consultation
",NA,"
For rent
",1600.0,1072,XW,Oude Pijp,39,2,Shell,The Real Estate Agency,https://www.pararius.com/apartment-for-rent/amsterdam/0c7e1e29/quellijnstraat,2022-10-19 20:33:16
10,6e6d7132,Apartment Reguliersdwarsstraat 100 C,"
18-10-2022
","
In consultation
",NA,"
For rent
",3250.0,1017,BN,Grachtengordel-Zuid,104,3,Upholstered,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/6e6d7132/reguliersdwarsstraat,2022-10-19 20:33:16
11,e6812c5e,Apartment Reguliersdwarsstraat 98 F,"
18-10-2022
","
In consultation
",NA,"
For rent
",2750.0,1017,BN,Grachtengordel-Zuid,85,3,Upholstered,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/e6812c5e/reguliersdwarsstraat,2022-10-19 20:33:16
12,95d8b5f9,Apartment Reguliersdwarsstraat 98 D,"
18-10-2022
","
In consultation
",NA,"
For rent
",2950.0,1017,BN,Grachtengordel-Zuid,91,3,Upholstered,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/95d8b5f9/reguliersdwarsstraat,2022-10-19 20:33:16
13,993d502a,Apartment Reguliersdwarsstraat 100 E,"
18-10-2022
","
In consultation
",NA,"
For rent
",2150.0,1017,BN,Grachtengordel-Zuid,65,3,Upholstered,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/993d502a/reguliersdwarsstraat,2022-10-19 20:33:16
14,e4a3f9af,Apartment Reguliersdwarsstraat 100 D,"
18-10-2022
","
In consultation
",NA,"
For rent
",3100.0,1017,BN,Grachtengordel-Zuid,97,3,Upholstered,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/e4a3f9af/reguliersdwarsstraat,2022-10-19 20:33:16
15,39f4571b,Apartment Reguliersdwarsstraat 100 F,"
18-10-2022
","
In consultation
",NA,"
For rent
",2150.0,1017,BN,Grachtengordel-Zuid,66,3,NA,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/39f4571b/reguliersdwarsstraat,2022-10-19 20:33:16
16,4a22772c,Apartment Reguliersdwarsstraat 98 E,"
18-10-2022
","
In consultation
",NA,"
For rent
",2750.0,1017,BN,Grachtengordel-Zuid,85,3,Upholstered,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/4a22772c/reguliersdwarsstraat,2022-10-19 20:33:16
17,6f1e7636,Apartment Reguliersdwarsstraat 98 C,"
18-10-2022
","
In consultation
",NA,"
For rent
",2950.0,1017,BN,Grachtengordel-Zuid,92,3,Upholstered,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/6f1e7636/reguliersdwarsstraat,2022-10-19 20:33:16
18,01569dea,Apartment Reguliersdwarsstraat 98 B,"
18-10-2022
","
In consultation
",NA,"
For rent
",2950.0,1017,BN,Grachtengordel-Zuid,92,3,Upholstered,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/01569dea/reguliersdwarsstraat,2022-10-19 20:33:16
19,e0f3cc98,Apartment Reguliersdwarsstraat 98 A,"
18-10-2022
","
In consultation
",NA,"
For rent
",2950.0,1017,BN,Grachtengordel-Zuid,92,3,Upholstered,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/e0f3cc98/reguliersdwarsstraat,2022-10-19 20:33:16
20,ef8e1c14,Apartment Plantage Middenlaan,"
18-10-2022
","
Immediately
",NA,"
For rent
",3000.0,1018,DE,Weesperbuurt/Plantage,147,3,Upholstered or furnished,Grand Apartments Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/ef8e1c14/plantage-middenlaan,2022-10-19 20:33:16
21,8541760f,Apartment Van Hogendorpstraat,"
18-10-2022
","
In consultation
",NA,"
For rent
",1975.0,1051,BT,Staatsliedenbuurt,45,3,NA,BIC Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/8541760f/van-hogendorpstraat,2022-10-19 20:33:16
22,72fa1479,Apartment Van Hogendorpstraat,"
18-10-2022
","
In consultation
",NA,"
For rent
",1925.0,1051,BT,Staatsliedenbuurt,45,3,Upholstered,BIC Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/72fa1479/van-hogendorpstraat,2022-10-19 20:33:16
23,30149785,Apartment Willem Frederik Hermansstraat 33,"
18-10-2022
","
From 01-11-2022
",NA,"
For rent
",2350.0,1011,DG,Nieuwmarkt/Lastage,86,3,Furnished,Dutch Housing Centre BV,https://www.pararius.com/apartment-for-rent/amsterdam/30149785/willem-frederik-hermansstraat,2022-10-19 20:33:16
24,05ee41b6,Apartment Fagelstraat 94 3,"
18-10-2022
","
In consultation
",NA,"
For rent
",2500.0,1052,GJ,Frederik Hendrikbuurt,92,3,Furnished,The Rental Agency Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/05ee41b6/fagelstraat,2022-10-19 20:33:16
25,c53f28e4,Apartment Leidsekruisstraat,"
18-10-2022
","
Immediately
",NA,"
For rent
",2000.0,1017,RJ,De Weteringschans,57,3,NA,Rebid,https://www.pararius.com/apartment-for-rent/amsterdam/c53f28e4/leidsekruisstraat,2022-10-19 20:33:16
26,15f82e9b,Apartment Van Walbeeckstraat,"
18-10-2022
","
From 01-11-2022
",NA,"
For rent
",2000.0,1058,CT,Westindische Buurt,61,3,Upholstered,BIC Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/15f82e9b/van-walbeeckstraat,2022-10-19 20:33:16
27,3daa7854,Apartment Welnastraat,"
18-10-2022
","
Immediately
",NA,"
For rent
",1300.0,1096,GJ,Omval/Overamstel,28,1,Furnished,HB Housing,https://www.pararius.com/apartment-for-rent/amsterdam/3daa7854/welnastraat,2022-10-19 20:33:16
28,c53ce22e,Apartment Bloemgracht,"
18-10-2022
","
Immediately
",NA,"
For rent
",2150.0,1015,TJ,Jordaan,75,2,Furnished,Compass Housing Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/c53ce22e/bloemgracht,2022-10-19 20:33:16
29,1983d954,Apartment Rupelmonde,"
18-10-2022
","
From 01-01-2023
",NA,"
For rent
",1350.0,1081,GS,Buitenveldert-West,39,2,NA,Makelaardij Prins van Wijngaarden,https://www.pararius.com/apartment-for-rent/amsterdam/1983d954/rupelmonde,2022-10-19 20:33:16
0,15ec1196,Apartment Prins Hendrikkade,"
18-10-2022
","
From 01-11-2022
",NA,"
For rent
",2250.0,1011,AN,Nieuwmarkt/Lastage,65,2,Furnished,Hausing,https://www.pararius.com/apartment-for-rent/amsterdam/15ec1196/prins-hendrikkade,2022-10-19 20:33:16
1,aa33ffb0,Apartment Prins Hendrikkade,"
18-10-2022
","
From 01-11-2022
",NA,"
For rent
",2450.0,1011,AN,Nieuwmarkt/Lastage,65,3,Furnished,Hausing,https://www.pararius.com/apartment-for-rent/amsterdam/aa33ffb0/prins-hendrikkade,2022-10-19 20:33:16
2,dda4bd02,Apartment Rooseveltlaan,"
18-10-2022
","
In consultation
",NA,"
For rent
",2600.0,1079,AD,Scheldebuurt,111,4,NA,Makelaardij Prins van Wijngaarden,https://www.pararius.com/apartment-for-rent/amsterdam/dda4bd02/rooseveltlaan,2022-10-19 20:33:16
3,7bbf7c0d,Apartment Borgerstraat,"
17-10-2022
","
From 01-11-2022
",NA,"
For rent
",1800.0,1053,PG,Van Lennepbuurt,65,4,Furnished,The Perfect House,https://www.pararius.com/apartment-for-rent/amsterdam/7bbf7c0d/borgerstraat,2022-10-19 20:33:16
4,5ec7c4aa,Apartment Hoofdweg,"
17-10-2022
","
From 19-11-2022
",Rented under option,"
Rented under option
",2000.0,1055,SC,De Kolenkit,100,3,Furnished,Housing Experts,https://www.pararius.com/apartment-for-rent/amsterdam/5ec7c4aa/hoofdweg,2022-10-19 20:33:16
5,f7f4122a,Apartment Parnassusweg,"
17-10-2022
","
From 20-10-2022
",NA,"
For rent
",2800.0,1076,AS,Stadionbuurt,100,4,Upholstered,City Homes,https://www.pararius.com/apartment-for-rent/amsterdam/f7f4122a/parnassusweg,2022-10-19 20:33:16
6,eaf42981,Apartment Paramaribostraat 104 hs,"
17-10-2022
","
From 01-12-2022
",NA,"
For rent
",2300.0,1058,VN,Westindische Buurt,78,3,Furnished,Koops Makelaardij Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/eaf42981/paramaribostraat,2022-10-19 20:33:16
7,394babf9,Apartment Iepenweg,"
17-10-2022
","
Immediately
",NA,"
For rent
",1425.0,1091,JL,Oosterparkbuurt,40,2,Furnished,Lemoo,https://www.pararius.com/apartment-for-rent/amsterdam/394babf9/iepenweg,2022-10-19 20:33:16
8,1a2bb77b,Apartment Corellistraat 3 3,"
17-10-2022
","
From 02-01-2023
",NA,"
For rent
",6000.0,1077,HA,Apollobuurt,181,7,Upholstered,Peter Bruin Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/1a2bb77b/corellistraat,2022-10-19 20:33:16
9,77d5144f,Apartment Elisabeth Wolffstraat,"
17-10-2022
","
Immediately
",NA,"
For rent
",1950.0,1053,TV,Kinkerbuurt,51,2,Upholstered,BIC Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/77d5144f/elisabeth-wolffstraat,2022-10-19 20:33:16
10,c067ab7c,Apartment Lindenhoevestraat,"
17-10-2022
","
From 18-01-2023
",NA,"
For rent
",2750.0,1096,DV,Omval/Overamstel,121,4,Furnished,Homecrew,https://www.pararius.com/apartment-for-rent/amsterdam/c067ab7c/lindenhoevestraat,2022-10-19 20:33:16
11,d51615cb,Apartment Rustenburgerstraat 133 III,"
17-10-2022
","
From 01-11-2022
",NA,"
For rent
",1850.0,1073,EX,Nieuwe Pijp,46,3,Upholstered,Rent a Stone,https://www.pararius.com/apartment-for-rent/amsterdam/d51615cb/rustenburgerstraat,2022-10-19 20:33:16
12,91d92194,Apartment Prinsengracht,"
17-10-2022
","
From 01-11-2022
",NA,"
For rent
",2500.0,1017,JJ,Grachtengordel-Zuid,72,2,Furnished,Amsterdam Property Renting,https://www.pararius.com/apartment-for-rent/amsterdam/91d92194/prinsengracht,2022-10-19 20:33:16
13,efd11f02,Apartment Govert Flinckstraat 296 3,"
17-10-2022
","
From 15-11-2022
",NA,"
For rent
",2250.0,1073,CH,Oude Pijp,84,2,Furnished,The Rental Agency Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/efd11f02/govert-flinckstraat,2022-10-19 20:33:16
14,17750dbc,Apartment Frans van Mierisstraat 69 II,"
17-10-2022
","
From 08-11-2022
",NA,"
For rent
",4850.0,1071,RL,Museumkwartier,187,5,Upholstered,Expat Rentals,https://www.pararius.com/apartment-for-rent/amsterdam/17750dbc/frans-van-mierisstraat,2022-10-19 20:33:16
15,b327662b,Apartment Zacharias Jansestraat,"
17-10-2022
","
In consultation
",NA,"
For rent
",2250.0,1097,CL,Frankendael,90,3,Upholstered,AHA (Another Home Abroad),https://www.pararius.com/apartment-for-rent/amsterdam/b327662b/zacharias-jansestraat,2022-10-19 20:33:16
16,081e61ab,House Romerostraat,"
17-10-2022
","
From 01-12-2022
",NA,"
For rent
",2500.0,1069,NP,Middelveldsche Akerpolder,112,6,Furnished,LV Housing,https://www.pararius.com/house-for-rent/amsterdam/081e61ab/romerostraat,2022-10-19 20:33:16
17,daa8b4d5,Apartment Polanenstraat,"
17-10-2022
","
From 01-11-2022
",NA,"
For rent
",1575.0,1013,VP,Spaarndammer- en Zeeheldenbuurt,33,2,Upholstered or furnished,Amstel Vastgoed,https://www.pararius.com/apartment-for-rent/amsterdam/daa8b4d5/polanenstraat,2022-10-19 20:33:16
18,a6cac67c,Apartment Mary van der Sluisstraat 510,"
17-10-2022
","
From 01-12-2022
",NA,"
For rent
",2300.0,1095,ME,Zeeburgereiland/Nieuwe Diep,83,3,Furnished,EHR Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/a6cac67c/mary-van-der-sluisstraat,2022-10-19 20:33:16
19,ed919c45,Apartment Koninginneweg 143 bov,"
17-10-2022
","
Immediately
",NA,"
For rent
",3650.0,1075,CM,Willemspark,138,5,Furnished,Amsterdam Beautiful Property Rental,https://www.pararius.com/apartment-for-rent/amsterdam/ed919c45/koninginneweg,2022-10-19 20:33:16
20,ad866930,Apartment Ben van Meerendonkstraat,"
17-10-2022
","
Immediately
",NA,"
For rent
",4950.0,1087,LN,IJburg Zuid,240,5,Furnished,Amsterdam Beautiful Property Rental,https://www.pararius.com/apartment-for-rent/amsterdam/ad866930/ben-van-meerendonkstraat,2022-10-19 20:33:16
21,a1ca9d08,Studio Lauriergracht 95 2,"
17-10-2022
","
Immediately
",NA,"
For rent
",1490.0,1016,RJ,Jordaan,43,1,Upholstered,Grand Relocation,https://www.pararius.com/studio-for-rent/amsterdam/a1ca9d08/lauriergracht,2022-10-19 20:33:16
22,3a644625,House Dilsenstraat 16,"
17-10-2022
","
Immediately
",NA,"
For rent
",2450.0,1066,KC,Sloter-/Riekerpolder,140,5,Upholstered,ViaDaan,https://www.pararius.com/house-for-rent/amsterdam/3a644625/dilsenstraat,2022-10-19 20:33:16
23,77753195,Apartment Spinozastraat,"
16-10-2022
","
Immediately
",NA,"
For rent
",2995.0,1018,HJ,Weesperbuurt/Plantage,140,5,Furnished,Hausing,https://www.pararius.com/apartment-for-rent/amsterdam/77753195/spinozastraat,2022-10-19 20:33:16
24,a92d14c8,Apartment Gillis van Ledenberchstraat,"
16-10-2022
","
From 01-12-2022
",NA,"
For rent
",2250.0,1052,TZ,Frederik Hendrikbuurt,75,2,Furnished,Hausing,https://www.pararius.com/apartment-for-rent/amsterdam/a92d14c8/gillis-van-ledenberchstraat,2022-10-19 20:33:16
25,77047e95,Apartment Lijnbaansgracht,"
16-10-2022
","
Immediately
",NA,"
For rent
",2950.0,1016,XA,Jordaan,95,3,Furnished,Klok Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/77047e95/lijnbaansgracht,2022-10-19 20:33:16
26,e12ac0b6,House Solitudolaan,"
16-10-2022
","
From 15-11-2022
",NA,"
For rent
",3975.0,1096,DS,Omval/Overamstel,156,3,Furnished,Klok Real Estate,https://www.pararius.com/house-for-rent/amsterdam/e12ac0b6/solitudolaan,2022-10-19 20:33:16
27,9af613a9,Apartment Cas Oorthuyskade 260,"
16-10-2022
","
Immediately
",NA,"
For rent
",1900.0,1087,DP,IJburg West,85,3,Furnished,JLG Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/9af613a9/cas-oorthuyskade,2022-10-19 20:33:16
28,7a50f6b0,Apartment Looiersgracht,"
15-10-2022
","
In consultation
",NA,"
For rent
",3250.0,1016,VS,Jordaan,85,3,Upholstered,Ankersmit Makelaars Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/7a50f6b0/looiersgracht,2022-10-19 20:33:16
29,bb2f7063,Apartment Agatha Dekenstraat 61 IV,"
15-10-2022
","
In consultation
",NA,"
For rent
",2500.0,1053,AN,Kinkerbuurt,56,3,Furnished,020-Makelaars,https://www.pararius.com/apartment-for-rent/amsterdam/bb2f7063/agatha-dekenstraat,2022-10-19 20:33:16
0,f28b005a,Apartment Badhuiskade 187,"
15-10-2022
","
Immediately
",NA,"
For rent
",1850.0,1031,KV,Noordelijke IJ-oevers West,54,1,Upholstered,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/f28b005a/badhuiskade,2022-10-19 20:33:16
1,c125220f,Apartment Houtmankade 95 1,"
15-10-2022
","
In consultation
",NA,"
For rent
",1500.0,1013,MT,Haarlemmerbuurt,55,2,NA,IB Makelaars,https://www.pararius.com/apartment-for-rent/amsterdam/c125220f/houtmankade,2022-10-19 20:33:16
2,4e065aa1,Apartment Govert Flinckstraat,"
14-10-2022
","
From 01-11-2022
",NA,"
For rent
",1650.0,1073,BW,Oude Pijp,60,2,Furnished,City Homes,https://www.pararius.com/apartment-for-rent/amsterdam/4e065aa1/govert-flinckstraat,2022-10-19 20:33:16
3,4160099f,Apartment Lange Leidsedwarsstraat,"
14-10-2022
","
From 01-12-2022
",NA,"
For rent
",1800.0,1017,NM,De Weteringschans,47,2,Furnished,Keizerskroon makelaars,https://www.pararius.com/apartment-for-rent/amsterdam/4160099f/lange-leidsedwarsstraat,2022-10-19 20:33:16
4,f8d02352,Apartment Barbusselaan,"
14-10-2022
","
Immediately
",Rented under option,"
Rented under option
",1375.0,1102,TZ,Bijlmer Centrum ,45,2,NA,F.E. Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/f8d02352/barbusselaan,2022-10-19 20:33:16
5,b89d2a77,Apartment Bos en Lommerplein,"
14-10-2022
","
From 01-11-2022
",NA,"
For rent
",2850.0,1055,EK,Landlust,97,4,Furnished,Huis Zelf Verhuren,https://www.pararius.com/apartment-for-rent/amsterdam/b89d2a77/bos-en-lommerplein,2022-10-19 20:33:16
6,e34e2f1e,Apartment Keizersgracht 634 D,"
14-10-2022
","
In consultation
",NA,"
For rent
",2750.0,1017,ER,Grachtengordel-Zuid,60,2,Furnished,Consilium BV,https://www.pararius.com/apartment-for-rent/amsterdam/e34e2f1e/keizersgracht,2022-10-19 20:33:16
7,91c38369,Apartment Zeeburgerdijk 78 I,"
14-10-2022
","
From 01-11-2022
",NA,"
For rent
",1750.0,1094,AG,Indische Buurt West,45,2,Furnished,EHR Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/91c38369/zeeburgerdijk,2022-10-19 20:33:16
8,a3df43fd,House Leidsegracht 55,"
14-10-2022
","
From 18-11-2022
",NA,"
For rent
",5100.0,1017,NB,Grachtengordel-Zuid,190,7,Upholstered or furnished,Parker & Williams Real Estate Services,https://www.pararius.com/house-for-rent/amsterdam/a3df43fd/leidsegracht,2022-10-19 20:33:16
9,56c74162,House Holbeinstraat,"
14-10-2022
","
In consultation
",NA,"
For rent
",6950.0,1077,VC,Apollobuurt,200,6,Upholstered,ME Makelaars BV,https://www.pararius.com/house-for-rent/amsterdam/56c74162/holbeinstraat,2022-10-19 20:33:16
10,54ace6e1,Apartment Het Breed,"
14-10-2022
","
Immediately
",NA,"
For rent
",1925.0,1025,HW,Buikslotermeer,62,2,NA,Evim Makelaars,https://www.pararius.com/apartment-for-rent/amsterdam/54ace6e1/het-breed,2022-10-19 20:33:16
11,ee3d6870,Apartment Nassaukade 155 2,"
14-10-2022
","
From 01-11-2022
",NA,"
For rent
",1850.0,1053,LK,Da Costabuurt,70,2,Upholstered,Parker & Williams Real Estate Services,https://www.pararius.com/apartment-for-rent/amsterdam/ee3d6870/nassaukade,2022-10-19 20:33:16
12,28b26f0f,Apartment Surinameplein,"
14-10-2022
","
From 14-11-2022
",NA,"
For rent
",2250.0,1058,GH,Hoofddorppleinbuurt,70,3,Furnished,Klok Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/28b26f0f/surinameplein,2022-10-19 20:33:16
13,51d97284,Apartment Bentinckstraat,"
14-10-2022
","
From 01-11-2022
",NA,"
For rent
",2500.0,1051,GD,Staatsliedenbuurt,87,3,Furnished,Expats. Amsterdam Rentals,https://www.pararius.com/apartment-for-rent/amsterdam/51d97284/bentinckstraat,2022-10-19 20:33:16
14,2a79de36,Apartment Holbeinstraat 57 1,"
14-10-2022
","
From 01-12-2022
",NA,"
For rent
",2750.0,1077,VC,Apollobuurt,113,3,Upholstered,Parker & Williams Real Estate Services,https://www.pararius.com/apartment-for-rent/amsterdam/2a79de36/holbeinstraat,2022-10-19 20:33:16
