,id,header,offeredSince,availabilty,status,statusNew,price,postCode1,postCode2,neighbourhood,areaM2,rooms,interior,agent,link,scrapDate
15,828f43cd,Apartment Kromme-Mijdrechtstraat 73 II,"
14-10-2022
","
From 01-11-2022
",NA,"
For rent
",1950.0,1079,KS,Rijnbuurt,50,3,Furnished,Van Huis Uit Makelaars,https://www.pararius.com/apartment-for-rent/amsterdam/828f43cd/kromme-mijdrechtstraat,2022-10-19 20:33:16
16,5d6f87e6,Apartment Ruysdaelstraat,"
14-10-2022
","
Immediately
",NA,"
For rent
",2350.0,1071,WX,Museumkwartier,70,4,Upholstered,BrinkBorgh Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/5d6f87e6/ruysdaelstraat,2022-10-19 20:33:16
17,f3ab5b12,Apartment Nicolaas Maesstraat,"
14-10-2022
","
From 01-12-2022
",NA,"
For rent
",3150.0,1071,RG,Museumkwartier,98,3,Upholstered,Expathousing.com (Amsterdam),https://www.pararius.com/apartment-for-rent/amsterdam/f3ab5b12/nicolaas-maesstraat,2022-10-19 20:33:16
18,856cb0f1,Apartment Javakade 134 incl. P,"
14-10-2022
","
In consultation
",NA,"
For rent
",2250.0,1019,RW,Oostelijk Havengebied,115,4,Upholstered or furnished,Isaak Makelaardij o.g. B.V.,https://www.pararius.com/apartment-for-rent/amsterdam/856cb0f1/javakade,2022-10-19 20:33:16
19,de9c9e9c,Apartment Eerste Nassaustraat,"
14-10-2022
","
Immediately
",NA,"
For rent
",2600.0,1052,BH,Staatsliedenbuurt,100,3,Furnished,Expats. Amsterdam Rentals,https://www.pararius.com/apartment-for-rent/amsterdam/de9c9e9c/eerste-nassaustraat,2022-10-19 20:33:16
20,5511834c,Apartment Rozengracht,"
14-10-2022
","
From 01-11-2022
",NA,"
For rent
",2500.0,1016,SZ,Jordaan,80,2,Furnished,Expats. Amsterdam Rentals,https://www.pararius.com/apartment-for-rent/amsterdam/5511834c/rozengracht,2022-10-19 20:33:16
21,e8bb1daf,Apartment Wibautstraat,"
14-10-2022
","
From 01-11-2022
",NA,"
For rent
",2700.0,1091,GS,Weesperzijde,105,4,Upholstered,BIC Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/e8bb1daf/wibautstraat,2022-10-19 20:33:16
22,30f0e3d2,Apartment Haarlemmerdijk,"
14-10-2022
","
Immediately
",NA,"
For rent
",2150.0,1013,KC,Haarlemmerbuurt,60,3,Upholstered,BrinkBorgh Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/30f0e3d2/haarlemmerdijk,2022-10-19 20:33:16
23,124577bb,Apartment Van Oldenbarneveldtstraat,"
14-10-2022
","
From 01-11-2022
",NA,"
For rent
",2200.0,1052,KA,Frederik Hendrikbuurt,72,2,Furnished,Expathousing.com (Amsterdam),https://www.pararius.com/apartment-for-rent/amsterdam/124577bb/van-oldenbarneveldtstraat,2022-10-19 20:33:16
24,c903120b,House Peter Martensstraat 14 2 pp,"
14-10-2022
","
In consultation
",NA,"
For rent
",3100.0,1087,NA,IJburg Zuid,150,6,Upholstered,Voogd Makelaardij,https://www.pararius.com/house-for-rent/amsterdam/c903120b/peter-martensstraat,2022-10-19 20:33:16
25,83ce3f7e,Apartment Ceintuurbaan 468,"
14-10-2022
","
From 28-10-2022
",NA,"
For rent
",2500.0,1074,EC,Nieuwe Pijp,90,3,Upholstered,JLG Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/83ce3f7e/ceintuurbaan,2022-10-19 20:33:16
26,8ac3c723,Apartment Bronckhorststraat,"
13-10-2022
","
From 21-10-2022
",NA,"
For rent
",2900.0,1071,WL,Museumkwartier,92,3,Upholstered,City Homes,https://www.pararius.com/apartment-for-rent/amsterdam/8ac3c723/bronckhorststraat,2022-10-19 20:33:16
27,78b1add5,Apartment Claude Debussylaan 219 221,"
13-10-2022
","
Immediately
",Rented under option,"
Rented under option
",2800.0,1082,MC,Zuidas,194,4,Upholstered,Digimakelaars.nl - de makelaar van Nederland,https://www.pararius.com/apartment-for-rent/amsterdam/78b1add5/claude-debussylaan,2022-10-19 20:33:16
28,964d3238,Apartment Van de Veldestraat 7 bv,"
13-10-2022
","
From 01-11-2022
",NA,"
For rent
",4750.0,1071,CW,Museumkwartier,190,6,Upholstered,Parker & Williams Real Estate Services,https://www.pararius.com/apartment-for-rent/amsterdam/964d3238/van-de-veldestraat,2022-10-19 20:33:16
29,bcda23da,Apartment Kinkerstraat 24 3,"
13-10-2022
","
From 01-11-2022
",NA,"
For rent
",1850.0,1053,DV,Da Costabuurt,68,2,Upholstered or furnished,HousingNet,https://www.pararius.com/apartment-for-rent/amsterdam/bcda23da/kinkerstraat,2022-10-19 20:33:16
0,38e323db,Apartment Willem de Zwijgerlaan,"
13-10-2022
","
Immediately
",NA,"
For rent
",1900.0,1056,JL,Geuzenbuurt,49,2,Upholstered,BIC Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/38e323db/willem-de-zwijgerlaan,2022-10-19 20:33:16
1,ff1cb845,Apartment De Wittenkade,"
13-10-2022
","
From 15-11-2022
",NA,"
For rent
",2150.0,1052,DC,Staatsliedenbuurt,75,3,Furnished,Housing Experts,https://www.pararius.com/apartment-for-rent/amsterdam/ff1cb845/de-wittenkade,2022-10-19 20:33:16
2,bb2a6764,Apartment Willem de Zwijgerlaan 335 3,"
13-10-2022
","
From 01-11-2022
",NA,"
For rent
",1750.0,1055,RB,Landlust,80,4,Furnished,HousingNet,https://www.pararius.com/apartment-for-rent/amsterdam/bb2a6764/willem-de-zwijgerlaan,2022-10-19 20:33:16
3,cd9b1734,Apartment Banstraat,"
13-10-2022
","
In consultation
",NA,"
For rent
",4300.0,1071,KA,Museumkwartier,149,6,Furnished,Finsens Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/cd9b1734/banstraat,2022-10-19 20:33:16
4,572f922d,House Bestevâerstraat 4 H,"
13-10-2022
","
From 31-12-2022
",NA,"
For rent
",3500.0,1056,HM,Geuzenbuurt,150,5,Upholstered or furnished,Huureenhuis,https://www.pararius.com/house-for-rent/amsterdam/572f922d/bestevaerstraat,2022-10-19 20:33:16
5,3cf254e4,Apartment Scheepstimmermanstraat,"
13-10-2022
","
From 01-11-2022
",NA,"
For rent
",1850.0,1019,WZ,Oostelijk Havengebied,80,2,Furnished,Expats. Amsterdam Rentals,https://www.pararius.com/apartment-for-rent/amsterdam/3cf254e4/scheepstimmermanstraat,2022-10-19 20:33:16
6,a474d323,Apartment Grensstraat,"
13-10-2022
","
From 01-12-2022
",NA,"
For rent
",1575.0,1091,SZ,Weesperzijde,53,2,Upholstered,NederWoon verhuurmakelaars Amersfoort,https://www.pararius.com/apartment-for-rent/amsterdam/a474d323/grensstraat,2022-10-19 20:33:16
7,58e8afe8,Apartment Buitenzagerij 64,"
13-10-2022
","
From 15-11-2022
",NA,"
For rent
",1600.0,1021,NR,IJplein/Vogelbuurt,60,2,Upholstered or furnished,ViaDaan,https://www.pararius.com/apartment-for-rent/amsterdam/58e8afe8/buitenzagerij,2022-10-19 20:33:16
8,d8651741,Apartment Kea Boumanstraat,"
13-10-2022
","
From 01-12-2022
",NA,"
For rent
",2400.0,1095,MA,Zeeburgereiland/Nieuwe Diep,140,4,Upholstered or furnished,Vastgoed Unie Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/d8651741/kea-boumanstraat,2022-10-19 20:33:16
9,b630a40d,Apartment Boeninlaan,"
13-10-2022
","
From 01-11-2022
",Rented under option,"
Rented under option
",1300.0,1102,TP,Bijlmer Centrum ,44,2,NA,F.E. Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/b630a40d/boeninlaan,2022-10-19 20:33:16
10,29654065,Apartment Termini 271,"
13-10-2022
","
From 01-11-2022
",NA,"
For rent
",1320.0,1025,XM,Buikslotermeer,61,2,Upholstered,LIV Residential,https://www.pararius.com/apartment-for-rent/amsterdam/29654065/termini,2022-10-19 20:33:16
11,5ac59fcc,Apartment J.J. Cremerplein,"
13-10-2022
","
From 15-11-2022
",NA,"
For rent
",3150.0,1054,TL,Overtoomse Sluis,96,3,Furnished,Hendriks Housing,https://www.pararius.com/apartment-for-rent/amsterdam/5ac59fcc/j-j-cremerplein,2022-10-19 20:33:16
12,3860a5ba,Apartment Marnixkade 56 III,"
13-10-2022
","
From 01-11-2022
",NA,"
For rent
",3500.0,1015,XV,Jordaan,145,4,Upholstered,Makelaarshuis Amsterdam - Zaanstad,https://www.pararius.com/apartment-for-rent/amsterdam/3860a5ba/marnixkade,2022-10-19 20:33:16
13,cfb3f8a4,Apartment Vätternkade 67 2,"
13-10-2022
","
From 07-11-2022
",NA,"
For rent
",2450.0,1060,PK,Middelveldsche Akerpolder,120,4,NA,Alcoco.nl,https://www.pararius.com/apartment-for-rent/amsterdam/cfb3f8a4/vaetternkade,2022-10-19 20:33:16
14,cf56cd54,Apartment Kromme-Mijdrechtstraat 65 H,"
13-10-2022
","
In consultation
",NA,"
For rent
",2350.0,1079,KR,Rijnbuurt,78,3,NA,Linger OG,https://www.pararius.com/apartment-for-rent/amsterdam/cf56cd54/kromme-mijdrechtstraat,2022-10-19 20:33:16
15,4ec0ebce,Apartment Volewijkshof 4,"
13-10-2022
","
Immediately
",Rented under option,"
Rented under option
",1550.0,1031,AH,Volewijck,100,3,NA,Hoen Vastgoedbeheer,https://www.pararius.com/apartment-for-rent/amsterdam/4ec0ebce/volewijkshof,2022-10-19 20:33:16
16,68ef2b1a,Apartment Zocherstraat,"
12-10-2022
","
Immediately
",NA,"
For rent
",2500.0,1054,LR,Overtoomse Sluis,80,3,Upholstered,Housing Experts,https://www.pararius.com/apartment-for-rent/amsterdam/68ef2b1a/zocherstraat,2022-10-19 20:33:16
17,8b308d85,Apartment Stadhouderskade 128 I,"
12-10-2022
","
From 01-11-2022
",NA,"
For rent
",2350.0,1074,AV,Oude Pijp,75,3,Upholstered,MA Residences,https://www.pararius.com/apartment-for-rent/amsterdam/8b308d85/stadhouderskade,2022-10-19 20:33:16
18,357b1a0f,Apartment Prinsengracht 475 I,"
12-10-2022
","
From 01-11-2022
",NA,"
For rent
",2750.0,1016,HP,Grachtengordel-West,80,2,Upholstered or furnished,Rent a Stone,https://www.pararius.com/apartment-for-rent/amsterdam/357b1a0f/prinsengracht,2022-10-19 20:33:16
19,bd1fe12d,Apartment Vijzelgracht 33 3,"
12-10-2022
","
In consultation
",NA,"
For rent
",2450.0,1017,HN,De Weteringschans,93,3,NA,Isaak Makelaardij o.g. B.V.,https://www.pararius.com/apartment-for-rent/amsterdam/bd1fe12d/vijzelgracht,2022-10-19 20:33:16
20,90961c21,Apartment Govert Flinckstraat,"
12-10-2022
","
Immediately
",NA,"
For rent
",2850.0,1073,BS,Oude Pijp,86,4,Upholstered,BIC Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/90961c21/govert-flinckstraat,2022-10-19 20:33:16
21,42a0ce0d,Apartment Lodewijk Boisotstraat 21,"
12-10-2022
","
In consultation
",NA,"
For rent
",2350.0,1057,ZM,Chassébuurt,85,3,Upholstered,Smit & Heinen Makelaars en Taxateurs,https://www.pararius.com/apartment-for-rent/amsterdam/42a0ce0d/lodewijk-boisotstraat,2022-10-19 20:33:16
22,f6e802a8,Apartment Johannes Verhulststraat 187 H,"
12-10-2022
","
From 01-12-2022
",NA,"
For rent
",7000.0,1075,GZ,Willemspark,232,7,NA,De Graaf & Groot Makelaars,https://www.pararius.com/apartment-for-rent/amsterdam/f6e802a8/johannes-verhulststraat,2022-10-19 20:33:16
23,36527315,Apartment Van Breestraat 73 I,"
12-10-2022
","
From 01-11-2022
",NA,"
For rent
",2450.0,1071,ZH,Museumkwartier,68,3,NA,De Graaf & Groot Makelaars,https://www.pararius.com/apartment-for-rent/amsterdam/36527315/van-breestraat,2022-10-19 20:33:16
24,a948ef52,Apartment Paradijsplein,"
12-10-2022
","
From 01-11-2022
",NA,"
For rent
",2350.0,1093,NJ,Dapperbuurt,64,2,Upholstered or furnished,Verhoef Vastgoed,https://www.pararius.com/apartment-for-rent/amsterdam/a948ef52/paradijsplein,2022-10-19 20:33:16
25,57a16303,Apartment Jacob van Lennepstraat,"
12-10-2022
","
Immediately
",NA,"
For rent
",1595.0,1053,KB,Van Lennepbuurt,50,2,Furnished,HB Housing,https://www.pararius.com/apartment-for-rent/amsterdam/57a16303/jacob-van-lennepstraat,2022-10-19 20:33:16
26,21c6c990,House Amstel 49,"
12-10-2022
","
Immediately
",NA,"
For rent
",4950.0,1011,PW,Nieuwmarkt/Lastage,125,4,Upholstered or furnished,Grand Relocation,https://www.pararius.com/house-for-rent/amsterdam/21c6c990/amstel,2022-10-19 20:33:16
27,342389a4,House Sassenheimstraat 40 2,"
12-10-2022
","
From 24-10-2022
",NA,"
For rent
",1800.0,1059,BJ,Hoofddorppleinbuurt,56,2,Furnished,The Rental Agency Amsterdam,https://www.pararius.com/house-for-rent/amsterdam/342389a4/sassenheimstraat,2022-10-19 20:33:16
28,2fc22da2,Apartment Valkenburgerstraat 136 F,"
12-10-2022
","
From 01-11-2022
",NA,"
For rent
",2750.0,1011,NA,Nieuwmarkt/Lastage,95,3,Furnished,IdealEstate Housing Consultancy,https://www.pararius.com/apartment-for-rent/amsterdam/2fc22da2/valkenburgerstraat,2022-10-19 20:33:16
29,ff1460dc,Apartment Haarlemmerdijk 100 D,"
12-10-2022
","
From 15-11-2022
",NA,"
For rent
",2500.0,1013,JG,Haarlemmerbuurt,100,3,Furnished,Peter Bruin Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/ff1460dc/haarlemmerdijk,2022-10-19 20:33:16
0,29c629b1,Apartment Derde Helmersstraat 41 A,"
12-10-2022
","
From 02-01-2023
",NA,"
For rent
",2450.0,1054,BB,Helmersbuurt,65,3,Furnished,Peter Bruin Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/29c629b1/derde-helmersstraat,2022-10-19 20:33:16
1,283e6a32,Apartment Kuipersstraat,"
12-10-2022
","
From 01-11-2022
",NA,"
For rent
",1600.0,1073,EV,Nieuwe Pijp,45,3,NA,Rebid,https://www.pararius.com/apartment-for-rent/amsterdam/283e6a32/kuipersstraat,2022-10-19 20:33:16
2,469bc321,Apartment Nicolaas Maesstraat 77 II-III,"
12-10-2022
","
From 01-01-2023
",NA,"
For rent
",5750.0,1071,PS,Museumkwartier,185,6,Furnished,Voogd Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/469bc321/nicolaas-maesstraat,2022-10-19 20:33:16
3,f8211e99,Apartment Singel,"
12-10-2022
","
From 01-11-2022
",NA,"
For rent
",2500.0,1015,AC,Grachtengordel-West,82,3,Upholstered,Von Poll Real Estate - Centrum,https://www.pararius.com/apartment-for-rent/amsterdam/f8211e99/singel,2022-10-19 20:33:16
4,73717bbf,Apartment Badhuiskade 75,"
12-10-2022
","
From 01-11-2022
",NA,"
For rent
",2450.0,1031,KV,Noordelijke IJ-oevers West,87,2,Upholstered,Broersma Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/73717bbf/badhuiskade,2022-10-19 20:33:16
5,b16ff618,House Nederhoven,"
12-10-2022
","
In consultation
",NA,"
For rent
",8500.0,1083,AM,Buitenveldert-Oost,336,11,NA,Ramón Mossel Makelaardij,https://www.pararius.com/house-for-rent/amsterdam/b16ff618/nederhoven,2022-10-19 20:33:16
6,4044f93e,Apartment Jan van Zutphenstraat,"
12-10-2022
","
From 24-11-2022
",NA,"
For rent
",2500.0,1069,RS,Osdorp-Midden,118,1,NA,123Wonen Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/4044f93e/jan-van-zutphenstraat,2022-10-19 20:33:16
7,8c40267a,Apartment Egelantiersstraat,"
11-10-2022
","
From 01-11-2022
",NA,"
For rent
",2200.0,1015,PP,Jordaan,80,3,Upholstered,Amsterdam Rental Homes,https://www.pararius.com/apartment-for-rent/amsterdam/8c40267a/egelantiersstraat,2022-10-19 20:33:16
8,6c25dd04,Apartment Vechtstraat,"
11-10-2022
","
From 01-11-2022
",NA,"
For rent
",1800.0,1079,JV,Rijnbuurt,62,3,Upholstered,Amsterdam Rental Homes,https://www.pararius.com/apartment-for-rent/amsterdam/6c25dd04/vechtstraat,2022-10-19 20:33:16
9,47d6ce85,Apartment Spuistraat 105 B,"
11-10-2022
","
In consultation
",NA,"
For rent
",2300.0,1012,SV,Burgwallen-Nieuwe Zijde,66,2,Upholstered or furnished,Bloomstone Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/47d6ce85/spuistraat,2022-10-19 20:33:16
10,ee7f8605,Apartment Herengracht,"
11-10-2022
","
Immediately
",NA,"
For rent
",3750.0,1016,BE,Grachtengordel-West,104,1,Furnished,Compass Housing Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/ee7f8605/herengracht,2022-10-19 20:33:16
11,8bc4a862,Apartment Noorderstraat,"
11-10-2022
","
From 16-11-2022
",Rented under option,"
Rented under option
",2500.0,1017,TR,De Weteringschans,100,3,Furnished,Relocation Advisers B.V.,https://www.pararius.com/apartment-for-rent/amsterdam/8bc4a862/noorderstraat,2022-10-19 20:33:16
12,5278eb58,Apartment Reguliersgracht 78 B,"
11-10-2022
","
From 01-11-2022
",NA,"
For rent
",5500.0,1017,LV,Grachtengordel-Zuid,141,4,Furnished,The Rental Agency Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/5278eb58/reguliersgracht,2022-10-19 20:33:16
13,898d8d14,Apartment Rustenburgerstraat 146 A11,"
11-10-2022
","
From 01-12-2022
",NA,"
For rent
",2075.0,1073,GJ,Nieuwe Pijp,55,2,Furnished,Parker & Williams Real Estate Services,https://www.pararius.com/apartment-for-rent/amsterdam/898d8d14/rustenburgerstraat,2022-10-19 20:33:16
14,d53f904d,Apartment De Wittenkade 29 4,"
11-10-2022
","
Immediately
",NA,"
For rent
",1750.0,1052,AB,Staatsliedenbuurt,70,2,Shell,27 Huis Makelaars,https://www.pararius.com/apartment-for-rent/amsterdam/d53f904d/de-wittenkade,2022-10-19 20:33:16
15,2e2ede66,Apartment Banne Buikslootlaan,"
11-10-2022
","
Immediately
",NA,"
For rent
",1750.0,1034,AB,Banne Buiksloot,72,3,NA,Rebid,https://www.pararius.com/apartment-for-rent/amsterdam/2e2ede66/banne-buikslootlaan,2022-10-19 20:33:16
16,740a7939,Apartment Eerste Helmersstraat 41 3,"
11-10-2022
","
From 07-11-2022
",NA,"
For rent
",2750.0,1054,DA,Helmersbuurt,100,3,Upholstered,Parker & Williams Real Estate Services,https://www.pararius.com/apartment-for-rent/amsterdam/740a7939/eerste-helmersstraat,2022-10-19 20:33:16
17,20205be3,Apartment Linnaeusparkweg 34 3,"
11-10-2022
","
From 15-11-2022
",NA,"
For rent
",1950.0,1098,EC,Middenmeer,66,3,Upholstered,Yourhome Makelaars,https://www.pararius.com/apartment-for-rent/amsterdam/20205be3/linnaeusparkweg,2022-10-19 20:33:16
18,553b6835,Apartment Bredeweg 43 II,"
11-10-2022
","
From 15-11-2022
",NA,"
For rent
",3450.0,1098,BN,Middenmeer,134,5,Upholstered,Valerius Rentals,https://www.pararius.com/apartment-for-rent/amsterdam/553b6835/bredeweg,2022-10-19 20:33:16
19,5490e21d,Apartment Admiraal De Ruijterweg,"
11-10-2022
","
Immediately
",NA,"
For rent
",3750.0,1055,MP,Landlust,139,5,NA,The Perfect House,https://www.pararius.com/apartment-for-rent/amsterdam/5490e21d/admiraal-de-ruijterweg,2022-10-19 20:33:16
20,796db68c,Apartment Laagte Kadijk,"
11-10-2022
","
From 04-11-2022
",Rented under option,"
Rented under option
",2250.0,1018,BB,Oostelijke Eilanden/Kadijken,75,3,Furnished,Boon Properties,https://www.pararius.com/apartment-for-rent/amsterdam/796db68c/laagte-kadijk,2022-10-19 20:33:16
21,7843c03d,Apartment Willem Parelstraat,"
11-10-2022
","
Immediately
",NA,"
For rent
",1700.0,1018,KZ,Oostelijke Eilanden/Kadijken,40,2,Furnished,Klok Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/7843c03d/willem-parelstraat,2022-10-19 20:33:16
22,285812f9,Apartment Pieter Oosterhuisstraat,"
11-10-2022
","
Immediately
",NA,"
For rent
",2350.0,1087,HT,IJburg Zuid,112,3,Upholstered,Expats. Amsterdam Rentals,https://www.pararius.com/apartment-for-rent/amsterdam/285812f9/pieter-oosterhuisstraat,2022-10-19 20:33:16
23,40d2b500,Apartment Magalhaensstraat,"
11-10-2022
","
Immediately
",NA,"
For rent
",1800.0,1057,RV,Hoofdweg e.o.,55,3,Upholstered,CITYHOP Real Estate,https://www.pararius.com/apartment-for-rent/amsterdam/40d2b500/magalhaensstraat,2022-10-19 20:33:16
24,dd1e896b,Apartment IJburglaan,"
11-10-2022
","
Immediately
",NA,"
For rent
",2500.0,1087,EN,IJburg West,96,3,Furnished,Expats. Amsterdam Rentals,https://www.pararius.com/apartment-for-rent/amsterdam/dd1e896b/ijburglaan,2022-10-19 20:33:16
25,93e47e52,Apartment Eerste Atjehstraat,"
11-10-2022
","
From 01-12-2022
",NA,"
For rent
",2275.0,1094,KD,Indische Buurt West,65,3,Furnished,Expathousing.com (Amsterdam),https://www.pararius.com/apartment-for-rent/amsterdam/93e47e52/eerste-atjehstraat,2022-10-19 20:33:16
26,166390f4,Apartment Kerkstraat,"
11-10-2022
","
From 01-12-2022
",NA,"
For rent
",5000.0,1017,HW,Grachtengordel-Zuid,120,3,Furnished,Expats. Amsterdam Rentals,https://www.pararius.com/apartment-for-rent/amsterdam/166390f4/kerkstraat,2022-10-19 20:33:16
27,3ec405ce,Apartment Reestraat,"
11-10-2022
","
From 01-12-2022
",NA,"
For rent
",1950.0,1016,DM,Grachtengordel-West,70,2,Furnished,Koops Makelaardij Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/3ec405ce/reestraat,2022-10-19 20:33:16
28,4c55b3d1,Apartment Pijlsteeg 6,"
11-10-2022
","
From 15-11-2022
",NA,"
For rent
",2250.0,1012,HH,Burgwallen-Oude Zijde,60,2,Furnished,De Run Trading B.V.,https://www.pararius.com/apartment-for-rent/amsterdam/4c55b3d1/pijlsteeg,2022-10-19 20:33:16
29,f0707eac,Apartment Céramiquelaan 211,"
11-10-2022
","
Immediately
",NA,"
For rent
",15000.0,1031,KG,Noordelijke IJ-oevers West,250,4,Furnished,"Cosmo Housing,                                                                                 VSTGD Makelaars",https://www.pararius.com/apartment-for-rent/amsterdam/f0707eac/ceramiquelaan,2022-10-19 20:33:16
0,1b5a5ea7,Apartment Oudezijds Achterburgwal,"
11-10-2022
","
From 01-11-2022
",NA,"
For rent
",1850.0,1012,DA,Burgwallen-Oude Zijde,45,2,Furnished,Interhouse verhuurmakelaars Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/1b5a5ea7/oudezijds-achterburgwal,2022-10-19 20:33:16
1,500cc502,Apartment Frans Halsstraat 89 3,"
11-10-2022
","
Immediately
",NA,"
For rent
",2250.0,1072,BP,Oude Pijp,70,3,Furnished,Urban Homies,https://www.pararius.com/apartment-for-rent/amsterdam/500cc502/frans-halsstraat,2022-10-19 20:33:16
2,9dec8aa0,Apartment Groenburgwal,"
11-10-2022
","
In consultation
",NA,"
For rent
",1800.0,1011,HT,Nieuwmarkt/Lastage,52,2,Upholstered,Hillen Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/9dec8aa0/groenburgwal,2022-10-19 20:33:16
3,477f21e9,Apartment Rhijnvis Feithstraat 24 E,"
11-10-2022
","
Immediately
",NA,"
For rent
",2500.0,1054,TX,Overtoomse Sluis,52,2,Upholstered or furnished,Huizenbalie.nl,https://www.pararius.com/apartment-for-rent/amsterdam/477f21e9/rhijnvis-feithstraat,2022-10-19 20:33:16
4,829d454e,Apartment Amstel,"
10-10-2022
","
From 01-11-2022
",NA,"
For rent
",3250.0,1017,AC,Grachtengordel-Zuid,144,4,Furnished,Hausing,https://www.pararius.com/apartment-for-rent/amsterdam/829d454e/amstel,2022-10-19 20:33:16
5,1e27c79a,Apartment Noorderstraat,"
10-10-2022
","
Immediately
",NA,"
For rent
",1850.0,1017,TW,De Weteringschans,65,3,Furnished,Expat Rentals Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/1e27c79a/noorderstraat,2022-10-19 20:33:16
6,4eea1b61,Apartment Stadionkade,"
10-10-2022
","
From 01-11-2022
",NA,"
For rent
",2975.0,1076,BJ,Stadionbuurt,100,3,Upholstered,City Homes,https://www.pararius.com/apartment-for-rent/amsterdam/4eea1b61/stadionkade,2022-10-19 20:33:16
7,4bad806f,Apartment Westerstraat,"
10-10-2022
","
From 01-12-2022
",NA,"
For rent
",1900.0,1015,LW,Jordaan,49,3,Furnished,123Wonen Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/4bad806f/westerstraat,2022-10-19 20:33:16
8,1dc13a84,Apartment Nieuwezijds Voorburgwal,"
10-10-2022
","
From 01-11-2022
",NA,"
For rent
",2150.0,1012,RZ,Burgwallen-Nieuwe Zijde,60,2,Furnished,123Wonen Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/1dc13a84/nieuwezijds-voorburgwal,2022-10-19 20:33:16
9,3b511d7b,Apartment Legmeerstraat 24 1,"
10-10-2022
","
From 15-11-2022
",Rented under option,"
Rented under option
",1650.0,1058,NE,Hoofddorppleinbuurt,54,2,Furnished,Koops Makelaardij Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/3b511d7b/legmeerstraat,2022-10-19 20:33:16
10,dfba516a,Apartment Chet Bakerstraat 117,"
10-10-2022
","
From 01-11-2022
",NA,"
For rent
",1995.0,1066,GJ,Sloter-/Riekerpolder,95,3,Furnished,Koops Makelaardij Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/dfba516a/chet-bakerstraat,2022-10-19 20:33:16
11,a3cec0ce,Apartment Govert Flinckstraat,"
10-10-2022
","
Immediately
",NA,"
For rent
",2300.0,1072,EH,Oude Pijp,55,3,Furnished,BIC Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/a3cec0ce/govert-flinckstraat,2022-10-19 20:33:16
12,d9212c27,Apartment Eerste Van Swindenstraat 76 H,"
10-10-2022
","
From 01-11-2022
",NA,"
For rent
",2300.0,1093,GH,Dapperbuurt,59,3,NA,Vastgoed Unie Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/d9212c27/eerste-van-swindenstraat,2022-10-19 20:33:16
13,eef47936,Apartment Sarphatistraat,"
10-10-2022
","
From 01-11-2022
",NA,"
For rent
",2350.0,1018,GK,Weesperbuurt/Plantage,61,3,Upholstered,Eefje Voogd Makelaardij,https://www.pararius.com/apartment-for-rent/amsterdam/eef47936/sarphatistraat,2022-10-19 20:33:16
14,a8f17002,House Jan Hanzenstraat 127,"
10-10-2022
","
Immediately
",NA,"
For rent
",2550.0,1053,SP,Kinkerbuurt,60,2,Furnished,Amsterdam Beautiful Property Rental,https://www.pararius.com/house-for-rent/amsterdam/a8f17002/jan-hanzenstraat,2022-10-19 20:33:16
15,476805b6,Apartment Gaaspstraat 25 B,"
10-10-2022
","
Immediately
",NA,"
For rent
",2000.0,1079,VB,Rijnbuurt,51,3,Upholstered,Oei Housing Amsterdam - Expat Apartments,https://www.pararius.com/apartment-for-rent/amsterdam/476805b6/gaaspstraat,2022-10-19 20:33:16
16,73f30a05,Apartment Mercuriusplein 3 C,"
10-10-2022
","
From 01-11-2022
",NA,"
For rent
",1240.0,1033,AZ,Tuindorp Oostzaan,47,2,Shell,LIV Residential,https://www.pararius.com/apartment-for-rent/amsterdam/73f30a05/mercuriusplein,2022-10-19 20:33:16
