,id,header,status,price,postCode1,postCode2,neighbourhood,areaM2,rooms,interior,agent,link,scrapDate
25,cc268b9e,Apartment Van Baerlestraat 14 3,NA,3200.0,1071,AW,Museumkwartier,162,4,Upholstered,Amsterdamse Maatschappij,http://www.pararius.com/apartment-for-rent/amsterdam/cc268b9e/van-baerlestraat,2022-09-25 21:19:39
26,479d5df4,Apartment Hondecoeterstraat,NA,4250.0,1071,LR,Museumkwartier,150,3,Upholstered,Interhouse verhuurmakelaars Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/479d5df4/hondecoeterstraat,2022-09-25 21:19:39
27,262cb71c,Apartment Tommaso Albinonistraat 166,NA,5000.0,1083,HM,Zuidas,197,5,Upholstered,JLG Real Estate,http://www.pararius.com/apartment-for-rent/amsterdam/262cb71c/tommaso-albinonistraat,2022-09-25 21:19:39
28,dc30abe9,Apartment Den Texstraat 8 B,NA,3950.0,1017,ZA,De Weteringschans,126,3,Furnished,Consilium BV,http://www.pararius.com/apartment-for-rent/amsterdam/dc30abe9/den-texstraat,2022-09-25 21:19:39
29,5924ae6c,Apartment Beethovenstraat,NA,3500.0,1077,JS,Apollobuurt,210,7,Upholstered,CS Housing,http://www.pararius.com/apartment-for-rent/amsterdam/5924ae6c/beethovenstraat,2022-09-25 21:19:39
30,33d1c5cc,Apartment Papaverweg,NA,1395.0,1032,KH,Volewijck,40,2,Upholstered,A&N Vastgoed,http://www.pararius.com/apartment-for-rent/amsterdam/33d1c5cc/papaverweg,2022-09-25 21:19:39
1,e7360768,Studio Bos en Lommerplantsoen 43 A,NA,1250.0,1055,AA,De Kolenkit,30,1,Shell,ViaDaan,http://www.pararius.com/studio-for-rent/amsterdam/e7360768/bos-en-lommerplantsoen,2022-09-25 21:19:39
2,3970c580,Apartment Bos en Lommerplein 91,NA,1950.0,1055,AD,De Kolenkit,100,4,Furnished,ViaDaan,http://www.pararius.com/apartment-for-rent/amsterdam/3970c580/bos-en-lommerplein,2022-09-25 21:19:39
3,276fa1c7,Apartment Johannes Verhulststraat,NA,3200.0,1071,NE,Museumkwartier,135,5,Upholstered,Rotsvast Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/276fa1c7/johannes-verhulststraat,2022-09-25 21:19:39
4,a483f2c7,House Prinseneiland 59,NA,3250.0,1013,LM,Haarlemmerbuurt,120,3,Furnished,Urban Homies,http://www.pararius.com/house-for-rent/amsterdam/a483f2c7/prinseneiland,2022-09-25 21:19:39
5,7e7f88d3,Apartment Nieuwendijk,NA,3000.0,1012,MP,Burgwallen-Nieuwe Zijde,92,3,Furnished,The Perfect House,http://www.pararius.com/apartment-for-rent/amsterdam/7e7f88d3/nieuwendijk,2022-09-25 21:19:39
6,c15ded61,Apartment Recht Boomssloot 14 E,NA,4150.0,1011,EA,Nieuwmarkt/Lastage,145,4,Furnished,Broersma Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/c15ded61/recht-boomssloot,2022-09-25 21:19:39
7,fef96ffb,Apartment Van Heenvlietlaan,Rented under option,2950.0,1083,DD,Buitenveldert-Oost,108,3,Upholstered or furnished,Eefje Voogd Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/fef96ffb/van-heenvlietlaan,2022-09-25 21:19:39
8,da511e33,Apartment Derde Hugo de Grootstraat,NA,2500.0,1052,LL,Frederik Hendrikbuurt,55,3,Furnished,Expat Rentals Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/da511e33/derde-hugo-de-grootstraat,2022-09-25 21:19:39
9,45011e16,Apartment Keizersgracht 391 E,NA,2700.0,1016,EJ,Grachtengordel-West,109,4,Upholstered,LIV Residential,http://www.pararius.com/apartment-for-rent/amsterdam/45011e16/keizersgracht,2022-09-25 21:19:39
10,7b3cf64a,Apartment Keizersgracht 391 D,NA,2300.0,1016,EJ,Grachtengordel-West,87,3,Upholstered,LIV Residential,http://www.pararius.com/apartment-for-rent/amsterdam/7b3cf64a/keizersgracht,2022-09-25 21:19:39
11,6456d29e,House Le Tourmalet 26,NA,2000.0,1060,NX,Middelveldsche Akerpolder,134,4,Furnished,Amsterdam Housing,http://www.pararius.com/house-for-rent/amsterdam/6456d29e/le-tourmalet,2022-09-25 21:19:39
12,2f38a046,Apartment Bronckhorststraat 6 3,NA,2600.0,1071,WR,Museumkwartier,89,3,Upholstered or furnished,Vastgoed Unie Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/2f38a046/bronckhorststraat,2022-09-25 21:19:39
13,7d25cf4e,Apartment Herengracht,NA,3500.0,1015,BA,Grachtengordel-West,132,5,Furnished,BIC Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/7d25cf4e/herengracht,2022-09-25 21:19:39
14,1029323c,House Keizersgracht 663,NA,2300.0,1017,DV,Grachtengordel-Zuid,90,5,NA,Peter Bruin Makelaardij,http://www.pararius.com/house-for-rent/amsterdam/1029323c/keizersgracht,2022-09-25 21:19:39
15,a191c219,Apartment Gerrit van der Veenstraat,NA,5500.0,1077,DW,Apollobuurt,149,6,Upholstered,AHA (Another Home Abroad),http://www.pararius.com/apartment-for-rent/amsterdam/a191c219/gerrit-van-der-veenstraat,2022-09-25 21:19:39
16,f86c0709,Apartment Gelrestraat,Rented under option,1695.0,1079,MZ,Scheldebuurt,55,2,NA,Wooove B.V.,http://www.pararius.com/apartment-for-rent/amsterdam/f86c0709/gelrestraat,2022-09-25 21:19:39
17,01b7f858,Apartment Linnaeusstraat 8 2+3,NA,2500.0,1092,CK,Oosterparkbuurt,110,3,Furnished,EHR Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/01b7f858/linnaeusstraat,2022-09-25 21:19:39
18,b4faaa4e,Apartment Akbarstraat,NA,1750.0,1061,EA,De Kolenkit,59,3,Furnished,HB Housing,http://www.pararius.com/apartment-for-rent/amsterdam/b4faaa4e/akbarstraat,2022-09-25 21:19:39
19,6e9dd66f,Apartment Ruysdaelkade 15 II,NA,3450.0,1072,AG,Oude Pijp,101,4,Upholstered,Alcoco.nl,http://www.pararius.com/apartment-for-rent/amsterdam/6e9dd66f/ruysdaelkade,2022-09-25 21:19:39
20,8cde53cf,Apartment Stadionweg,Rented under option,3300.0,1077,TB,Apollobuurt,125,4,NA,Heeren Makelaars B.V.,http://www.pararius.com/apartment-for-rent/amsterdam/8cde53cf/stadionweg,2022-09-25 21:19:39
21,14a5ed41,Apartment Leliegracht 25 B,NA,2850.0,1016,GR,Grachtengordel-West,92,3,NA,Ter Haar Makelaars B.V.,http://www.pararius.com/apartment-for-rent/amsterdam/14a5ed41/leliegracht,2022-09-25 21:19:39
22,5906275d,Apartment Bilderdijkkade,NA,3100.0,1053,VK,Van Lennepbuurt,115,2,Furnished,RE/MAX Pro,http://www.pararius.com/apartment-for-rent/amsterdam/5906275d/bilderdijkkade,2022-09-25 21:19:39
23,e0ace95f,Apartment Johan Hofmanstraat,NA,2000.0,1069,KD,Osdorp-Midden,95,3,Upholstered,Interhouse verhuurmakelaars Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/e0ace95f/johan-hofmanstraat,2022-09-25 21:19:39
24,cca19d82,Apartment Bilderdijkkade,NA,2350.0,1053,VB,Da Costabuurt,83,3,Furnished,Expathousing.com (Amsterdam),http://www.pararius.com/apartment-for-rent/amsterdam/cca19d82/bilderdijkkade,2022-09-25 21:19:39
25,2291ba39,Apartment Herengracht,NA,3950.0,1016,BB,Grachtengordel-West,133,7,Upholstered,BIC Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/2291ba39/herengracht,2022-09-25 21:19:39
26,665a7f22,Apartment Wilhelminastraat,NA,1750.0,1054,VW,Helmersbuurt,60,2,Upholstered,Expats. Amsterdam Rentals,http://www.pararius.com/apartment-for-rent/amsterdam/665a7f22/wilhelminastraat,2022-09-25 21:19:39
27,e04aed97,Apartment John Blankensteinstraat,NA,2750.0,1095,MB,Zeeburgereiland/Nieuwe Diep,145,5,Upholstered,Expats. Amsterdam Rentals,http://www.pararius.com/apartment-for-rent/amsterdam/e04aed97/john-blankensteinstraat,2022-09-25 21:19:39
28,8719be9b,Apartment John Blankensteinstraat,NA,1450.0,1095,MB,Zeeburgereiland/Nieuwe Diep,45,2,Furnished,Expats. Amsterdam Rentals,http://www.pararius.com/apartment-for-rent/amsterdam/8719be9b/john-blankensteinstraat,2022-09-25 21:19:39
29,30fcf69e,Apartment Swammerdamstraat,Rented under option,2000.0,1091,RP,Weesperzijde,54,2,Furnished,RE/MAX Pro,http://www.pararius.com/apartment-for-rent/amsterdam/30fcf69e/swammerdamstraat,2022-09-25 21:19:39
30,69d1e081,Apartment Orteliusstraat 274 3,Rented under option,2000.0,1056,PM,Van Galenbuurt,70,3,Furnished,ViaDaan,http://www.pararius.com/apartment-for-rent/amsterdam/69d1e081/orteliusstraat,2022-09-25 21:19:39
1,cb471efe,Apartment Saenredamstraat,NA,1645.0,1072,CJ,Oude Pijp,45,2,Upholstered,Expathousing.com (Amsterdam),http://www.pararius.com/apartment-for-rent/amsterdam/cb471efe/saenredamstraat,2022-09-25 21:19:39
2,31b45d0d,Apartment Van Baerlestraat 76 2,NA,3250.0,1071,BB,Museumkwartier,85,3,Upholstered or furnished,AmsterHomes,http://www.pararius.com/apartment-for-rent/amsterdam/31b45d0d/van-baerlestraat,2022-09-25 21:19:39
3,27041905,Apartment Solitudolaan,NA,6500.0,1096,DS,Omval/Overamstel,204,7,NA,Mar. J. Heule,http://www.pararius.com/apartment-for-rent/amsterdam/27041905/solitudolaan,2022-09-25 21:19:39
4,aabaf30f,Apartment Simon van Gijnpad,NA,1700.0,1064,WR,Slotervaart Noord,78,3,Furnished,HB Housing,http://www.pararius.com/apartment-for-rent/amsterdam/aabaf30f/simon-van-gijnpad,2022-09-25 21:19:39
5,d0714429,Apartment Westerlengte 149,NA,1650.0,1034,TB,Banne Buiksloot,76,4,Furnished,ViaDaan,http://www.pararius.com/apartment-for-rent/amsterdam/d0714429/westerlengte,2022-09-25 21:19:39
6,9d67e55c,House Singel,NA,6250.0,1012,VC,Burgwallen-Nieuwe Zijde,200,7,Upholstered,Von Poll Real Estate - Zuidas,http://www.pararius.com/house-for-rent/amsterdam/9d67e55c/singel,2022-09-25 21:19:39
7,1fbc747a,Apartment Weteringschans,Rented under option,2800.0,1017,RZ,De Weteringschans,83,4,Upholstered or furnished,Amsterdam Sotheby's International Realty,http://www.pararius.com/apartment-for-rent/amsterdam/1fbc747a/weteringschans,2022-09-25 21:19:39
8,b21e03be,Apartment Keizersgracht,NA,3000.0,1017,EC,Grachtengordel-Zuid,84,2,Upholstered or furnished,Engel en Volkers Amsterdam Centrum,http://www.pararius.com/apartment-for-rent/amsterdam/b21e03be/keizersgracht,2022-09-25 21:19:39
9,03adee07,Apartment Bloemstraat 13 B,Rented under option,2850.0,1016,KV,Jordaan,78,3,Furnished,Broersma Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/03adee07/bloemstraat,2022-09-25 21:19:39
10,178fe741,House Lindenstraat 3,NA,4500.0,1015,KV,Jordaan,144,9,Upholstered or furnished,De Graaf & Groot Makelaars,http://www.pararius.com/house-for-rent/amsterdam/178fe741/lindenstraat,2022-09-25 21:19:39
11,65bfed03,Apartment Runstraat 12 2,NA,2650.0,1016,GK,Grachtengordel-West,88,4,Upholstered or furnished,Amsterdam Beautiful Property Rental,http://www.pararius.com/apartment-for-rent/amsterdam/65bfed03/runstraat,2022-09-25 21:19:39
12,675a1d2e,Apartment Tollensstraat 63 C,Rented under option,1550.0,1053,RS,Kinkerbuurt,40,2,NA,Hoen Vastgoedbeheer,http://www.pararius.com/apartment-for-rent/amsterdam/675a1d2e/tollensstraat,2022-09-25 21:19:39
13,b58fcc22,Apartment Papaverweg,Rented under option,1395.0,1032,KH,Volewijck,40,2,Upholstered,A&N Vastgoed,http://www.pararius.com/apartment-for-rent/amsterdam/b58fcc22/papaverweg,2022-09-25 21:19:39
14,f221d217,Apartment Van Oldenbarneveldtstraat,NA,1450.0,1052,JX,Frederik Hendrikbuurt,50,3,NA,Rebid,http://www.pararius.com/apartment-for-rent/amsterdam/f221d217/van-oldenbarneveldtstraat,2022-09-25 21:19:39
15,4e04f946,Apartment Legmeerstraat,NA,1995.0,1058,NA,Hoofddorppleinbuurt,59,2,Furnished,Expathousing.com (Amsterdam),http://www.pararius.com/apartment-for-rent/amsterdam/4e04f946/legmeerstraat,2022-09-25 21:19:39
16,c40a2799,Apartment Schimmelstraat 7 C,NA,1925.0,1053,TA,Kinkerbuurt,55,2,Furnished,Amsterdam Beautiful Property Rental,http://www.pararius.com/apartment-for-rent/amsterdam/c40a2799/schimmelstraat,2022-09-25 21:19:39
17,bbd93def,Apartment Anton Verheijstraat,Rented under option,3100.0,1077,KT,Prinses Irenebuurt e.o.,108,3,Upholstered or furnished,Makelaarsgroep o.g. Commissaris,http://www.pararius.com/apartment-for-rent/amsterdam/bbd93def/anton-verheijstraat,2022-09-25 21:19:39
18,3ded4d87,House Johannes Verhulststraat,NA,13500.0,1071,MX,Museumkwartier,383,10,NA,Heeren Makelaars B.V.,http://www.pararius.com/house-for-rent/amsterdam/3ded4d87/johannes-verhulststraat,2022-09-25 21:19:39
19,760439f9,Apartment Gijsbrecht van Aemstelstraat 23 2,NA,1950.0,1091,TB,Weesperzijde,65,2,Furnished,The Rental Agency Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/760439f9/gijsbrecht-van-aemstelstraat,2022-09-25 21:19:39
20,9e361e66,Apartment Deurloostraat 47 H,NA,5400.0,1078,HT,Scheldebuurt,168,5,Furnished,Amsterdam Beautiful Property Rental,http://www.pararius.com/apartment-for-rent/amsterdam/9e361e66/deurloostraat,2022-09-25 21:19:39
21,3ec1c1ef,Apartment Willem de Zwijgerlaan,NA,1500.0,1056,JS,Geuzenbuurt,55,3,Upholstered,123Wonen Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/3ec1c1ef/willem-de-zwijgerlaan,2022-09-25 21:19:39
22,5c6d2983,Room Bijlmerdreef,NA,550.0,1103,TT,Bijlmer Oost ,12,1,Furnished,Expats. Amsterdam Rentals,http://www.pararius.com/room-for-rent/amsterdam/5c6d2983/bijlmerdreef,2022-09-25 21:19:39
23,4e3c758e,Apartment Burgemeester Fockstraat,NA,2400.0,1063,CZ,Slotermeer-Noordoost,74,4,Upholstered,Expathousing.com (Amsterdam),http://www.pararius.com/apartment-for-rent/amsterdam/4e3c758e/burgemeester-fockstraat,2022-09-25 21:19:39
24,feed4210,Apartment Postjeskade 10 3,NA,2750.0,1057,DS,Hoofdweg e.o.,106,4,Furnished,Expat Rental Scout,http://www.pararius.com/apartment-for-rent/amsterdam/feed4210/postjeskade,2022-09-25 21:19:39
25,0aa4b1b7,Apartment Van Eeghenstraat 161 3,NA,2350.0,1071,GB,Museumkwartier,68,2,Furnished,Expat Rental Scout,http://www.pararius.com/apartment-for-rent/amsterdam/0aa4b1b7/van-eeghenstraat,2022-09-25 21:19:39
26,97e8b53a,Apartment Woestduinstraat,Rented under option,1850.0,1058,TB,Hoofddorppleinbuurt,66,3,NA,Jansen Smit Makelaars Taxateurs,http://www.pararius.com/apartment-for-rent/amsterdam/97e8b53a/woestduinstraat,2022-09-25 21:19:39
27,2f4ac54d,Apartment Vincent van Goghstraat,NA,1500.0,1072,KZ,Nieuwe Pijp,50,2,NA,Rebid,http://www.pararius.com/apartment-for-rent/amsterdam/2f4ac54d/vincent-van-goghstraat,2022-09-25 21:19:39
28,a599e5ee,Apartment De Lairessestraat,NA,2500.0,1071,PL,Museumkwartier,80,2,Furnished,Absolute Housing,http://www.pararius.com/apartment-for-rent/amsterdam/a599e5ee/de-lairessestraat,2022-09-25 21:19:39
29,e45b417d,Apartment Olympiaplein,NA,2700.0,1077,CR,Apollobuurt,100,3,Upholstered,City Homes,http://www.pararius.com/apartment-for-rent/amsterdam/e45b417d/olympiaplein,2022-09-25 21:19:39
30,3671c460,Apartment Baarsjesweg,NA,2900.0,1058,AD,Westindische Buurt,50,2,Furnished,Amsterdam Rentals,http://www.pararius.com/apartment-for-rent/amsterdam/3671c460/baarsjesweg,2022-09-25 21:19:39
1,fc01d58d,Apartment Kanaalstraat 14 2,Rented under option,1850.0,1054,XH,Helmersbuurt,50,2,Furnished,Van Huis Uit Makelaars,http://www.pararius.com/apartment-for-rent/amsterdam/fc01d58d/kanaalstraat,2022-09-25 21:19:39
2,baac05f1,Apartment Rooseveltlaan,NA,3000.0,1079,AB,Scheldebuurt,143,5,Upholstered,BrinkBorgh Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/baac05f1/rooseveltlaan,2022-09-25 21:19:39
3,e7b64a51,Apartment Tintorettostraat 17 hs,Rented under option,4250.0,1077,RN,Apollobuurt,145,5,Upholstered,Dutch Housing Centre BV,http://www.pararius.com/apartment-for-rent/amsterdam/e7b64a51/tintorettostraat,2022-09-25 21:19:39
4,a55707c7,Apartment Haparandaweg,NA,1488.0,1013,BD,Houthavens,49,1,NA,Wooove B.V.,http://www.pararius.com/apartment-for-rent/amsterdam/a55707c7/haparandaweg,2022-09-25 21:19:39
5,a853682c,Apartment Osdorpplein,NA,1900.0,1068,TD,Osdorp-Oost,73,3,NA,Rebid,http://www.pararius.com/apartment-for-rent/amsterdam/a853682c/osdorpplein,2022-09-25 21:19:39
6,594f355c,Apartment Paramariboplein 2 2,NA,2800.0,1058,AS,Westindische Buurt,97,6,NA,Wij Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/594f355c/paramariboplein,2022-09-25 21:19:39
7,693beb55,House Madurastraat,NA,2475.0,1094,GE,Indische Buurt West,95,3,Upholstered,City Homes,http://www.pararius.com/house-for-rent/amsterdam/693beb55/madurastraat,2022-09-25 21:19:39
8,427d4396,Apartment Herenstraat 4 C,NA,1950.0,1015,CA,Grachtengordel-West,55,2,Furnished,EHR Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/427d4396/herenstraat,2022-09-25 21:19:39
9,5d526849,Apartment Tweede Jacob van Campenstraat 94 HL,NA,1750.0,1073,XW,Oude Pijp,42,2,Furnished,EHR Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/5d526849/tweede-jacob-van-campenstraat,2022-09-25 21:19:39
10,7ccde157,Apartment Rustenburgerstraat 145,Rented under option,2450.0,1073,EX,Nieuwe Pijp,87,3,Upholstered,Amsterdam Wonen,http://www.pararius.com/apartment-for-rent/amsterdam/7ccde157/rustenburgerstraat,2022-09-25 21:19:39
11,62acd338,Apartment Herengracht 579 3,NA,3950.0,1017,CD,Grachtengordel-Zuid,110,3,Upholstered or furnished,Parker & Williams Real Estate Services,http://www.pararius.com/apartment-for-rent/amsterdam/62acd338/herengracht,2022-09-25 21:19:39
12,9e246857,Apartment Olympiaplein,NA,2575.0,1077,CS,Apollobuurt,110,3,Upholstered,Expathousing.com (Amsterdam),http://www.pararius.com/apartment-for-rent/amsterdam/9e246857/olympiaplein,2022-09-25 21:19:39
13,e3d3976a,Apartment Da Costakade,NA,6500.0,1053,XB,Da Costabuurt,149,6,Furnished,BIC Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/e3d3976a/da-costakade,2022-09-25 21:19:39
14,2874e50f,Apartment Kuipersstraat 164 hs,NA,2100.0,1073,EV,Nieuwe Pijp,60,3,Furnished,HB Housing,http://www.pararius.com/apartment-for-rent/amsterdam/2874e50f/kuipersstraat,2022-09-25 21:19:39
15,6804fb71,Apartment IJburglaan,NA,2800.0,1087,CE,IJburg West,110,2,Furnished,Michiel Stolker Real Estate,http://www.pararius.com/apartment-for-rent/amsterdam/6804fb71/ijburglaan,2022-09-25 21:19:39
16,2c6e0bb2,Apartment Diezestraat,NA,3750.0,1078,JR,Scheldebuurt,161,5,Upholstered,Keij & Stefels Makelaars en Taxateurs,http://www.pararius.com/apartment-for-rent/amsterdam/2c6e0bb2/diezestraat,2022-09-25 21:19:39
17,76f531f8,Apartment Amstelkade 180 3,Rented under option,1350.0,1078,BA,Scheldebuurt,29,2,Furnished,Batenburg Real Estate,http://www.pararius.com/apartment-for-rent/amsterdam/76f531f8/amstelkade,2022-09-25 21:19:39
18,52f807a3,Apartment Koningslaan 24 II,NA,3950.0,1075,AD,Willemspark,83,3,Upholstered,De Graaf & Groot Makelaars,http://www.pararius.com/apartment-for-rent/amsterdam/52f807a3/koningslaan,2022-09-25 21:19:39
19,38e6b54f,Apartment Van Boshuizenstraat,NA,2450.0,1082,AR,Buitenveldert-Oost,102,3,Furnished,Evers Makelaardij & Taxateurs,http://www.pararius.com/apartment-for-rent/amsterdam/38e6b54f/van-boshuizenstraat,2022-09-25 21:19:39
20,9490a302,Apartment Eerste Nassaustraat,NA,2950.0,1052,BH,Staatsliedenbuurt,100,3,Furnished,Expats. Amsterdam Rentals,http://www.pararius.com/apartment-for-rent/amsterdam/9490a302/eerste-nassaustraat,2022-09-25 21:19:39
21,9861ceb9,Apartment Osdorper Ban,NA,2195.0,1069,GA,Osdorp-Midden,95,3,Furnished,Expathousing.com (Amsterdam),http://www.pararius.com/apartment-for-rent/amsterdam/9861ceb9/osdorper-ban,2022-09-25 21:19:39
22,f5fa6b2f,House Wognumerstraat,NA,1650.0,1023,CK,Tuindorp Nieuwendam,50,3,Furnished,123Wonen Amsterdam,http://www.pararius.com/house-for-rent/amsterdam/f5fa6b2f/wognumerstraat,2022-09-25 21:19:39
23,a9d1fc9f,Apartment Leidsegracht,NA,2950.0,1016,CR,Jordaan,106,3,Furnished,Engel en Volkers Amsterdam Centrum,http://www.pararius.com/apartment-for-rent/amsterdam/a9d1fc9f/leidsegracht,2022-09-25 21:19:39
24,6a0782db,Apartment Waldeck Pyrmontlaan 20 2RV,NA,3250.0,1075,BX,Willemspark,180,6,NA,Rappange Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/6a0782db/waldeck-pyrmontlaan,2022-09-25 21:19:39
25,f9d4400e,Apartment Rijnstraat 222 1,NA,2250.0,1079,HV,Rijnbuurt,83,2,NA,Beekman makelaardij o.g. b.v.,http://www.pararius.com/apartment-for-rent/amsterdam/f9d4400e/rijnstraat,2022-09-25 21:19:39
26,dfbad107,Apartment Parnassusweg,NA,2750.0,1077,DE,Prinses Irenebuurt e.o.,100,4,NA,Brummel & Beuk Makelaars,http://www.pararius.com/apartment-for-rent/amsterdam/dfbad107/parnassusweg,2022-09-25 21:19:39
27,7a997f35,Apartment Planciusstraat,NA,3250.0,1013,MD,Haarlemmerbuurt,157,3,Furnished,Grand Apartments Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/7a997f35/planciusstraat,2022-09-25 21:19:39
28,f885d191,Apartment Damstraat 1 E,NA,4000.0,1012,JL,Burgwallen-Oude Zijde,100,3,Furnished,Prinsen Residence International,http://www.pararius.com/apartment-for-rent/amsterdam/f885d191/damstraat,2022-09-25 21:19:39
29,ef8ec81b,Apartment Nieuwe Keizersgracht 63 A,NA,3500.0,1018,VD,Weesperbuurt/Plantage,140,5,Furnished,De la Haye Makelaardij O.G.,http://www.pararius.com/apartment-for-rent/amsterdam/ef8ec81b/nieuwe-keizersgracht,2022-09-25 21:19:39
30,226ee0f5,Apartment Borssenburgplein 69,Rented under option,2475.0,1078,WB,IJselbuurt,88,3,Upholstered or furnished,Huizenbalie.nl,http://www.pararius.com/apartment-for-rent/amsterdam/226ee0f5/borssenburgplein,2022-09-25 21:19:39
1,26b54d99,Apartment Koningslaan 24 C,NA,3950.0,1075,AD,Willemspark,83,3,Upholstered,Amsterdam Housing,http://www.pararius.com/apartment-for-rent/amsterdam/26b54d99/koningslaan,2022-09-25 21:19:39
2,8ee95e5c,Apartment Keizersgracht 680 II+III,NA,3950.0,1017,ET,Grachtengordel-Zuid,125,3,NA,Peter Bruin Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/8ee95e5c/keizersgracht,2022-09-25 21:19:39
3,517c4396,Apartment Alexander Boersstraat 31 I,NA,2500.0,1071,KV,Museumkwartier,61,2,Upholstered or furnished,Ter Haar Makelaars B.V.,http://www.pararius.com/apartment-for-rent/amsterdam/517c4396/alexander-boersstraat,2022-09-25 21:19:39
4,6c4af955,Apartment Koninginneweg,NA,4000.0,1075,CT,Willemspark,147,4,Furnished,Inter Immo Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/6c4af955/koninginneweg,2022-09-25 21:19:39
5,1d1e1753,Apartment Borneostraat,NA,2600.0,1094,CJ,Indische Buurt West,142,4,Upholstered,Klok Real Estate,http://www.pararius.com/apartment-for-rent/amsterdam/1d1e1753/borneostraat,2022-09-25 21:19:39
6,6cdf968c,Apartment Stadionweg,NA,3000.0,1077,TA,Apollobuurt,120,3,NA,Heeren Makelaars B.V.,http://www.pararius.com/apartment-for-rent/amsterdam/6cdf968c/stadionweg,2022-09-25 21:19:39
7,9db841f2,Apartment Willem de Zwijgerlaan,NA,2500.0,1055,PV,Landlust,107,4,Furnished,Home of Orange,http://www.pararius.com/apartment-for-rent/amsterdam/9db841f2/willem-de-zwijgerlaan,2022-09-25 21:19:39
8,78fc6860,Apartment Sarphatistraat,Rented under option,4950.0,1018,GK,Weesperbuurt/Plantage,142,5,Furnished,Eefje Voogd Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/78fc6860/sarphatistraat,2022-09-25 21:19:39
9,d120ce00,Apartment Rozengracht,NA,2500.0,1016,SZ,Jordaan,80,2,Furnished,Expats. Amsterdam Rentals,http://www.pararius.com/apartment-for-rent/amsterdam/d120ce00/rozengracht,2022-09-25 21:19:39
10,d8e297b2,Apartment Eerste Constantijn Huygensstraat 32 C,NA,5500.0,1054,BR,Helmersbuurt,200,4,Furnished,Amsterdam Beautiful Property Rental,http://www.pararius.com/apartment-for-rent/amsterdam/d8e297b2/eerste-constantijn-huygensstraat,2022-09-25 21:19:39
11,c441192c,Apartment Kerkstraat 132 B,Rented under option,2350.0,1017,GP,Grachtengordel-Zuid,70,2,Upholstered,Broersma Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/c441192c/kerkstraat,2022-09-25 21:19:39
12,d1f4be29,Apartment Singel,NA,3450.0,1016,AC,Grachtengordel-West,105,4,Furnished,Keizerskroon makelaars,http://www.pararius.com/apartment-for-rent/amsterdam/d1f4be29/singel,2022-09-25 21:19:39
13,be8425ea,Apartment Graafschapstraat,NA,1855.0,1079,PE,Scheldebuurt,73,3,NA,Wooove B.V.,http://www.pararius.com/apartment-for-rent/amsterdam/be8425ea/graafschapstraat,2022-09-25 21:19:39
14,ebf1d552,Apartment Herengracht 132 C,NA,10500.0,1015,BV,Grachtengordel-West,190,4,Upholstered or furnished,AmsterHomes,http://www.pararius.com/apartment-for-rent/amsterdam/ebf1d552/herengracht,2022-09-25 21:19:39
15,435a3666,Apartment Gravenstraat,Rented under option,1850.0,1012,NL,Burgwallen-Nieuwe Zijde,70,2,Upholstered,Rotsvast Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/435a3666/gravenstraat,2022-09-25 21:19:39
16,e5962b9f,Apartment Valkenburgerstraat 132 D,Rented under option,2650.0,1011,NA,Nieuwmarkt/Lastage,95,3,Furnished,IdealEstate Housing Consultancy,http://www.pararius.com/apartment-for-rent/amsterdam/e5962b9f/valkenburgerstraat,2022-09-25 21:19:39
17,a907a2e0,Apartment Keizersgracht 114,NA,3000.0,1015,CV,Grachtengordel-West,80,4,Furnished,Oei Housing Amsterdam - Expat Apartments,http://www.pararius.com/apartment-for-rent/amsterdam/a907a2e0/keizersgracht,2022-09-25 21:19:39
18,a6c03110,Apartment Vondelstraat,NA,2950.0,1054,GE,Vondelbuurt,125,3,NA,Von Poll Real Estate - Centrum,http://www.pararius.com/apartment-for-rent/amsterdam/a6c03110/vondelstraat,2022-09-25 21:19:39
