,id,header,status,price,postCode1,postCode2,neighbourhood,areaM2,rooms,interior,agent,link,scrapDate
19,fad54d64,Apartment Johannes Verhulststraat 224 H,NA,4000.0,1075,HG,Willemspark,140,5,Upholstered,De Graaf & Groot Makelaars,http://www.pararius.com/apartment-for-rent/amsterdam/fad54d64/johannes-verhulststraat,2022-09-25 21:19:39
20,c7f29ff6,Apartment Titiaanstraat,NA,4500.0,1077,RL,Apollobuurt,171,7,NA,Von Poll Real Estate - Centrum,http://www.pararius.com/apartment-for-rent/amsterdam/c7f29ff6/titiaanstraat,2022-09-25 21:19:39
21,2a9989b6,Apartment Beethovenstraat,NA,3800.0,1077,JP,Apollobuurt,134,3,Furnished,Brixt,http://www.pararius.com/apartment-for-rent/amsterdam/2a9989b6/beethovenstraat,2022-09-25 21:19:39
22,65835503,Apartment Veembroederhof,NA,2350.0,1019,HC,Oostelijk Havengebied,96,3,Upholstered or furnished,SAS makelaars,http://www.pararius.com/apartment-for-rent/amsterdam/65835503/veembroederhof,2022-09-25 21:19:39
23,2d293395,Apartment Duke Ellingtonstraat,NA,2150.0,1066,GE,Sloter-/Riekerpolder,94,1,Furnished,123Wonen Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/2d293395/duke-ellingtonstraat,2022-09-25 21:19:39
24,742a746e,House Prinsengracht 516,NA,13500.0,1017,KJ,De Weteringschans,536,5,Upholstered,Vastgoed Unie Makelaardij,http://www.pararius.com/house-for-rent/amsterdam/742a746e/prinsengracht,2022-09-25 21:19:39
25,b1be58b8,Apartment Reinaert de Vosstraat,NA,2200.0,1055,CL,Landlust,75,2,Furnished,Hoogveste BV,http://www.pararius.com/apartment-for-rent/amsterdam/b1be58b8/reinaert-de-vosstraat,2022-09-25 21:19:39
26,c683dd2b,Apartment Gerrit van der Veenstraat 46 I,Rented under option,3475.0,1077,EE,Apollobuurt,149,4,Upholstered,IdealEstate Housing Consultancy,http://www.pararius.com/apartment-for-rent/amsterdam/c683dd2b/gerrit-van-der-veenstraat,2022-09-25 21:19:39
27,11cb020b,Apartment Herengracht,NA,2150.0,1015,BT,Grachtengordel-West,130,3,Furnished,123Wonen Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/11cb020b/herengracht,2022-09-25 21:19:39
28,2e9c4815,Apartment Tweede Oosterparkstraat 184 H,NA,2100.0,1092,BT,Oosterparkbuurt,84,3,Upholstered,The Tenants Group,http://www.pararius.com/apartment-for-rent/amsterdam/2e9c4815/tweede-oosterparkstraat,2022-09-25 21:19:39
29,314eb55e,Apartment Roerstraat,NA,2300.0,1078,LL,Scheldebuurt,75,3,Furnished,The Tenants Group,http://www.pararius.com/apartment-for-rent/amsterdam/314eb55e/roerstraat,2022-09-25 21:19:39
30,0364030e,Apartment Geschutswerf,NA,3495.0,1018,AW,Oostelijke Eilanden/Kadijken,170,4,Furnished,City Homes,http://www.pararius.com/apartment-for-rent/amsterdam/0364030e/geschutswerf,2022-09-25 21:19:39
1,e8faf784,Apartment IJburglaan,NA,2700.0,1087,EN,IJburg West,96,3,Furnished,Expats. Amsterdam Rentals,http://www.pararius.com/apartment-for-rent/amsterdam/e8faf784/ijburglaan,2022-09-25 21:19:39
2,4f932cd6,Apartment Bellamydwarsstraat 4 4,Rented under option,2000.0,1053,BD,Kinkerbuurt,50,2,Furnished,ViaDaan,http://www.pararius.com/apartment-for-rent/amsterdam/4f932cd6/bellamydwarsstraat,2022-09-25 21:19:39
3,025c1e11,Apartment Uiterwaardenstraat,NA,3250.0,1079,DD,Scheldebuurt,120,4,NA,Ramón Mossel Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/025c1e11/uiterwaardenstraat,2022-09-25 21:19:39
4,eb3f38d1,Apartment Orteliusstraat 221 3,Rented under option,1850.0,1056,NR,Van Galenbuurt,60,2,Furnished,ViaDaan,http://www.pararius.com/apartment-for-rent/amsterdam/eb3f38d1/orteliusstraat,2022-09-25 21:19:39
5,89b35ce9,Apartment Rietlandpark,NA,2495.0,1019,DR,Oostelijk Havengebied,120,3,Furnished,People On The Move Expat Brokers,http://www.pararius.com/apartment-for-rent/amsterdam/89b35ce9/rietlandpark,2022-09-25 21:19:39
6,11720b25,House Prinsengracht,NA,3950.0,1016,JA,Jordaan,181,6,Upholstered,Kalwij Vastgoed,http://www.pararius.com/house-for-rent/amsterdam/11720b25/prinsengracht,2022-09-25 21:19:39
7,7ea26098,House Simon Stevinstraat 33 hs,NA,3250.0,1097,BX,Frankendael,138,5,Upholstered,27 Huis Makelaars,http://www.pararius.com/house-for-rent/amsterdam/7ea26098/simon-stevinstraat,2022-09-25 21:19:39
8,e5e3d45f,Apartment Emmy Andriessestraat,Rented under option,1616.0,1087,NE,IJburg Zuid,105,3,NA,Van 't Hof Rijnland Vastgoedmanagement,http://www.pararius.com/apartment-for-rent/amsterdam/e5e3d45f/emmy-andriessestraat,2022-09-25 21:19:39
9,623a8321,Apartment Westlandgracht,NA,1995.0,1059,TR,Hoofddorppleinbuurt,90,3,Shell,4-Freedom | Vastgoedbeheer,http://www.pararius.com/apartment-for-rent/amsterdam/623a8321/westlandgracht,2022-09-25 21:19:39
10,307c6aa2,Apartment Olympiaplein 19 BV,Rented under option,4500.0,1077,CK,Apollobuurt,200,6,Upholstered,Parker & Williams Real Estate Services,http://www.pararius.com/apartment-for-rent/amsterdam/307c6aa2/olympiaplein,2022-09-25 21:19:39
11,24012bb2,Apartment Tweede Tuindwarsstraat 6 II,NA,2500.0,1015,RZ,Jordaan,76,4,Furnished,Amsterdam Housing,http://www.pararius.com/apartment-for-rent/amsterdam/24012bb2/tweede-tuindwarsstraat,2022-09-25 21:19:39
12,81278175,Apartment Jan Luijkenstraat,NA,5000.0,1071,CS,Museumkwartier,236,4,Furnished,NOORESTATE,http://www.pararius.com/apartment-for-rent/amsterdam/81278175/jan-luijkenstraat,2022-09-25 21:19:39
13,b50a2379,Apartment Van Baerlestraat 72 D,NA,3500.0,1071,BA,Museumkwartier,150,3,Upholstered,Apollo Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/b50a2379/van-baerlestraat,2022-09-25 21:19:39
14,ca4c224f,Apartment Minervalaan,NA,3950.0,1077,PK,Apollobuurt,140,3,Upholstered,City Homes,http://www.pararius.com/apartment-for-rent/amsterdam/ca4c224f/minervalaan,2022-09-25 21:19:39
15,04600791,Apartment Rustenburgerstraat 140 B,NA,1700.0,1073,GJ,Nieuwe Pijp,40,2,NA,IJisberg Real Estate,http://www.pararius.com/apartment-for-rent/amsterdam/04600791/rustenburgerstraat,2022-09-25 21:19:39
16,a6b2a261,Apartment Keizersgracht 734 C,NA,3500.0,1017,EW,Grachtengordel-Zuid,136,3,Upholstered,27 Huis Makelaars,http://www.pararius.com/apartment-for-rent/amsterdam/a6b2a261/keizersgracht,2022-09-25 21:19:39
17,5d92e202,Apartment Nijenburg,NA,1650.0,1081,GG,Buitenveldert-West,47,2,NA,Rebid,http://www.pararius.com/apartment-for-rent/amsterdam/5d92e202/nijenburg,2022-09-25 21:19:39
18,badd467c,Apartment Vossiusstraat 39 hs,NA,7000.0,1071,AH,Museumkwartier,260,7,Upholstered,Dutch Housing Centre BV,http://www.pararius.com/apartment-for-rent/amsterdam/badd467c/vossiusstraat,2022-09-25 21:19:39
19,b2a8821c,Apartment Humberto Delgadoplein,NA,1600.0,1102,JM,Bijlmer Centrum ,127,4,NA,Rebid,http://www.pararius.com/apartment-for-rent/amsterdam/b2a8821c/humberto-delgadoplein,2022-09-25 21:19:39
20,9ba1e6bb,Apartment Herengracht,NA,5400.0,1017,CD,Grachtengordel-Zuid,125,3,Furnished,Prestige Housing,http://www.pararius.com/apartment-for-rent/amsterdam/9ba1e6bb/herengracht,2022-09-25 21:19:39
21,ed7a544f,House Jaagpad 31,NA,5000.0,1059,BP,Hoofddorppleinbuurt,200,6,Furnished,EHR Amsterdam,http://www.pararius.com/house-for-rent/amsterdam/ed7a544f/jaagpad,2022-09-25 21:19:39
22,2dbcd1fd,Apartment Lodewijk van Deysselstraat,NA,1056.0,1067,CJ,Geuzenveld,83,3,NA,Wooove B.V.,http://www.pararius.com/apartment-for-rent/amsterdam/2dbcd1fd/lodewijk-van-deysselstraat,2022-09-25 21:19:39
23,7d093ff0,House Valeriusplein,NA,8000.0,1075,BJ,Willemspark,366,6,Upholstered,Inter Immo Amsterdam,http://www.pararius.com/house-for-rent/amsterdam/7d093ff0/valeriusplein,2022-09-25 21:19:39
24,a417d264,Apartment Nicolaas Witsenkade,NA,7950.0,1017,ZS,De Weteringschans,200,6,Furnished,Koops Makelaardij Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/a417d264/nicolaas-witsenkade,2022-09-25 21:19:39
25,3ca788fb,Apartment Amstelveenseweg 224 3,Rented under option,2950.0,1075,XT,Schinkelbuurt,115,3,Furnished,ViaDaan,http://www.pararius.com/apartment-for-rent/amsterdam/3ca788fb/amstelveenseweg,2022-09-25 21:19:39
26,e27f240c,House Bongerdkade,NA,3100.0,1036,LZ,Tuindorp Oostzaan,150,5,Furnished,020Apartment,http://www.pararius.com/house-for-rent/amsterdam/e27f240c/bongerdkade,2022-09-25 21:19:39
27,f4a65cfa,Apartment Bosboom Toussaintstraat,NA,4250.0,1054,AT,Helmersbuurt,155,5,Furnished,Out Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/f4a65cfa/bosboom-toussaintstraat,2022-09-25 21:19:39
28,5b051bb3,Apartment De Boelelaan,NA,2350.0,1082,RD,Buitenveldert-West,85,3,Furnished,Amsterdam Housing,http://www.pararius.com/apartment-for-rent/amsterdam/5b051bb3/de-boelelaan,2022-09-25 21:19:39
29,c1023e5f,Apartment Keizersgracht,NA,10750.0,1017,EM,Grachtengordel-Zuid,320,7,Furnished,Von Poll Real Estate - Zuidas,http://www.pararius.com/apartment-for-rent/amsterdam/c1023e5f/keizersgracht,2022-09-25 21:19:39
30,ac0d0989,Apartment Singel 91 E,NA,2850.0,1012,VG,Burgwallen-Nieuwe Zijde,110,2,Furnished,Amsterdam Housing,http://www.pararius.com/apartment-for-rent/amsterdam/ac0d0989/singel,2022-09-25 21:19:39
1,06ff6ff0,Apartment Valeriusstraat 24 hs,NA,4750.0,1071,MJ,Museumkwartier,148,5,Upholstered,Dutch Housing Centre BV,http://www.pararius.com/apartment-for-rent/amsterdam/06ff6ff0/valeriusstraat,2022-09-25 21:19:39
2,5db672d3,Apartment Kerkstraat,NA,5000.0,1017,HW,Grachtengordel-Zuid,120,3,Furnished,Expats. Amsterdam Rentals,http://www.pararius.com/apartment-for-rent/amsterdam/5db672d3/kerkstraat,2022-09-25 21:19:39
3,594ebc12,Apartment Koningin Wilhelminaplein,NA,1625.0,1062,KS,Westlandgracht,64,2,NA,Wooove B.V.,http://www.pararius.com/apartment-for-rent/amsterdam/594ebc12/koningin-wilhelminaplein,2022-09-25 21:19:39
4,883b5a9a,Apartment IJselstraat 87 H,NA,1875.0,1078,CG,IJselbuurt,50,3,Upholstered,Expat Rental Scout,http://www.pararius.com/apartment-for-rent/amsterdam/883b5a9a/ijselstraat,2022-09-25 21:19:39
5,4cc29e6d,Apartment Eerste Schinkelstraat 23 H,NA,3950.0,1075,TV,Schinkelbuurt,150,4,Upholstered,Amsterdam Housing,http://www.pararius.com/apartment-for-rent/amsterdam/4cc29e6d/eerste-schinkelstraat,2022-09-25 21:19:39
6,261616c9,House Van Breestraat 139 hs,Rented under option,4950.0,1071,ZL,Museumkwartier,140,5,Upholstered,Dutch Housing Centre BV,http://www.pararius.com/house-for-rent/amsterdam/261616c9/van-breestraat,2022-09-25 21:19:39
7,05d1a28f,Apartment Spuistraat 257 D,NA,2750.0,1012,VR,Burgwallen-Nieuwe Zijde,60,4,Upholstered,Smit & Heinen Makelaars en Taxateurs,http://www.pararius.com/apartment-for-rent/amsterdam/05d1a28f/spuistraat,2022-09-25 21:19:39
8,94a83463,Apartment Wagenstraat,NA,3100.0,1017,CZ,Grachtengordel-Zuid,90,3,Upholstered,Rotsvast Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/94a83463/wagenstraat,2022-09-25 21:19:39
9,670243da,Apartment De Lairessestraat 172 B,NA,2950.0,1075,HM,Willemspark,84,3,Furnished,Oei Housing Amsterdam - Expat Apartments,http://www.pararius.com/apartment-for-rent/amsterdam/670243da/de-lairessestraat,2022-09-25 21:19:39
10,de86fcb8,Apartment Laan der Hesperiden 16 H,NA,3500.0,1076,DK,Stadionbuurt,127,3,Upholstered,huishuren.nu,http://www.pararius.com/apartment-for-rent/amsterdam/de86fcb8/laan-der-hesperiden,2022-09-25 21:19:39
11,128335cb,Apartment Plantage Middenlaan,NA,3250.0,1018,DA,Weesperbuurt/Plantage,140,4,Upholstered,Rotsvast Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/128335cb/plantage-middenlaan,2022-09-25 21:19:39
12,dfc4313c,House Oosterpark 62 HS,NA,8500.0,1092,AR,Oosterparkbuurt,221,9,Furnished,EHR Amsterdam,http://www.pararius.com/house-for-rent/amsterdam/dfc4313c/oosterpark,2022-09-25 21:19:39
13,7e0ded60,Apartment Oosterpark 62 2en3,NA,5500.0,1092,AR,Oosterparkbuurt,165,6,Furnished,EHR Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/7e0ded60/oosterpark,2022-09-25 21:19:39
14,2db5a527,Apartment Oosterpark 62 I,NA,3000.0,1092,AR,Oosterparkbuurt,85,3,Furnished,EHR Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/2db5a527/oosterpark,2022-09-25 21:19:39
15,2d8ca912,Apartment Oosterpark 62 II,NA,3000.0,1092,AR,Oosterparkbuurt,85,3,Furnished,EHR Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/2d8ca912/oosterpark,2022-09-25 21:19:39
16,a7802424,Apartment Oosterpark 62 III,NA,2750.0,1092,AR,Oosterparkbuurt,80,3,Furnished,EHR Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/a7802424/oosterpark,2022-09-25 21:19:39
17,d0dad461,Apartment Stadionweg 140 I,Rented under option,3000.0,1077,SX,Apollobuurt,111,4,Upholstered,Dutch Housing Centre BV,http://www.pararius.com/apartment-for-rent/amsterdam/d0dad461/stadionweg,2022-09-25 21:19:39
18,3dd993d4,Apartment Kleiburg,Rented under option,2095.0,1104,EA,Bijlmer Oost ,132,4,Furnished,HouseHunting Randstad,http://www.pararius.com/apartment-for-rent/amsterdam/3dd993d4/kleiburg,2022-09-25 21:19:39
19,76adf12c,Apartment Kerkstraat 404,NA,8950.0,1017,JC,Grachtengordel-Zuid,203,7,NA,Valerius Rentals,http://www.pararius.com/apartment-for-rent/amsterdam/76adf12c/kerkstraat,2022-09-25 21:19:39
20,4f17cf83,Apartment Geschutswerf 63,NA,3500.0,1018,AW,Oostelijke Eilanden/Kadijken,164,2,NA,DSTRCT Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/4f17cf83/geschutswerf,2022-09-25 21:19:39
21,cb7d39c7,Apartment Oudeschans 18 III,NA,3500.0,1011,LA,Nieuwmarkt/Lastage,100,3,Furnished,De la Haye Makelaardij O.G.,http://www.pararius.com/apartment-for-rent/amsterdam/cb7d39c7/oudeschans,2022-09-25 21:19:39
22,7397108c,Apartment Groenburgwal 14 IV,NA,4400.0,1011,HV,Nieuwmarkt/Lastage,189,3,Furnished,Makelaarskantoor Carla van den Brink,http://www.pararius.com/apartment-for-rent/amsterdam/7397108c/groenburgwal,2022-09-25 21:19:39
23,762fb779,House Troelstralaan,NA,2600.0,1067,MX,Geuzenveld,110,4,Furnished,Amsterdam Property Renting,http://www.pararius.com/house-for-rent/amsterdam/762fb779/troelstralaan,2022-09-25 21:19:39
24,7accb3f8,Apartment Beemsterstraat 542 F2,NA,1295.0,1024,BV,Waterlandpleinbuurt,83,3,NA,Heimstaden,http://www.pararius.com/apartment-for-rent/amsterdam/7accb3f8/beemsterstraat,2022-09-25 21:19:39
25,ce93fce9,Apartment Leonardostraat 6 I,NA,4500.0,1077,EV,Apollobuurt,185,6,Upholstered,Dutch Housing Centre BV,http://www.pararius.com/apartment-for-rent/amsterdam/ce93fce9/leonardostraat,2022-09-25 21:19:39
26,bbed2f23,Apartment Wethouder Frankeweg,Rented under option,3250.0,1098,KV,Middenmeer,150,5,Upholstered or furnished,Lens Real Estate,http://www.pararius.com/apartment-for-rent/amsterdam/bbed2f23/wethouder-frankeweg,2022-09-25 21:19:39
27,27400da1,Apartment Dam,NA,5500.0,1012,JS,Burgwallen-Oude Zijde,125,3,Upholstered or furnished,Out Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/27400da1/dam,2022-09-25 21:19:39
28,9b396b41,Apartment Linnaeusparkweg 82 I,NA,2900.0,1098,EH,Middenmeer,123,4,Upholstered,De Heren van Snoek Makelaardij v.o.f.,http://www.pararius.com/apartment-for-rent/amsterdam/9b396b41/linnaeusparkweg,2022-09-25 21:19:39
29,d1e66cb9,Apartment Koningin Wilhelminaplein,NA,2250.0,1062,KS,Westlandgracht,90,3,Furnished,Skyreach Stay,http://www.pararius.com/apartment-for-rent/amsterdam/d1e66cb9/koningin-wilhelminaplein,2022-09-25 21:19:39
30,5f1f59b4,House Fred Petterbaan,NA,3950.0,1019,JT,Oostelijk Havengebied,175,5,Furnished,WSM Real Estate,http://www.pararius.com/house-for-rent/amsterdam/5f1f59b4/fred-petterbaan,2022-09-25 21:19:39
1,59007668,Apartment Tweede Hugo de Grootstraat,NA,1875.0,1052,LC,Frederik Hendrikbuurt,52,2,Upholstered,Expathousing.com (Amsterdam),http://www.pararius.com/apartment-for-rent/amsterdam/59007668/tweede-hugo-de-grootstraat,2022-09-25 21:19:39
2,a0463032,Apartment Van Eeghenstraat 103 2,NA,5000.0,1071,EZ,Museumkwartier,204,6,Upholstered,Broersma Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/a0463032/van-eeghenstraat,2022-09-25 21:19:39
3,25dd8972,Apartment Nieuwe Prinsengracht,NA,2300.0,1018,VT,Weesperbuurt/Plantage,75,2,Furnished,City Homes,http://www.pararius.com/apartment-for-rent/amsterdam/25dd8972/nieuwe-prinsengracht,2022-09-25 21:19:39
4,2b8657b4,Apartment Evertsweertplantsoen 22,NA,1995.0,1069,RL,Osdorp-Midden,60,2,Upholstered or furnished,ViaDaan,http://www.pararius.com/apartment-for-rent/amsterdam/2b8657b4/evertsweertplantsoen,2022-09-25 21:19:39
5,82942ef5,Apartment Groenhoedenveem,NA,2750.0,1019,HM,Oostelijk Havengebied,137,3,NA,Engel en Volkers Amsterdam Centrum,http://www.pararius.com/apartment-for-rent/amsterdam/82942ef5/groenhoedenveem,2022-09-25 21:19:39
6,2fd17a0e,House Buikslotermeerdijk,NA,3100.0,1025,WH,Elzenhagen,128,7,Furnished,Bridgepartners,http://www.pararius.com/house-for-rent/amsterdam/2fd17a0e/buikslotermeerdijk,2022-09-25 21:19:39
7,e9c6ee13,Apartment Keizersstraat,NA,2500.0,1011,GD,Nieuwmarkt/Lastage,100,3,Furnished,Michiel Stolker Real Estate,http://www.pararius.com/apartment-for-rent/amsterdam/e9c6ee13/keizersstraat,2022-09-25 21:19:39
8,55535236,Apartment Huidekoperstraat,NA,2100.0,1017,ZM,De Weteringschans,75,2,Furnished,Michiel Stolker Real Estate,http://www.pararius.com/apartment-for-rent/amsterdam/55535236/huidekoperstraat,2022-09-25 21:19:39
9,649342ac,Apartment Brouwersgracht 180 A,NA,7000.0,1013,HC,Haarlemmerbuurt,200,4,Furnished,Prinsen Residence International,http://www.pararius.com/apartment-for-rent/amsterdam/649342ac/brouwersgracht,2022-09-25 21:19:39
10,6e1476a7,Apartment Valkenburgerstraat,NA,3950.0,1011,MG,Nieuwmarkt/Lastage,162,4,Furnished,Inter Immo Amsterdam,http://www.pararius.com/apartment-for-rent/amsterdam/6e1476a7/valkenburgerstraat,2022-09-25 21:19:39
11,e6e9a212,House Prinsengracht 264,NA,9500.0,1016,HH,Jordaan,240,7,NA,Makelaarskantoor Carla van den Brink,http://www.pararius.com/house-for-rent/amsterdam/e6e9a212/prinsengracht,2022-09-25 21:19:39
12,a312e1e1,Apartment Argonautenstraat,Rented under option,3100.0,1076,KV,Stadionbuurt,120,4,Upholstered,Zen Home Rentals,http://www.pararius.com/apartment-for-rent/amsterdam/a312e1e1/argonautenstraat,2022-09-25 21:19:39
13,5341e1e4,Apartment Emmy Andriessestraat,NA,1784.0,1087,NE,IJburg Zuid,114,3,NA,Van 't Hof Rijnland Vastgoedmanagement,http://www.pararius.com/apartment-for-rent/amsterdam/5341e1e4/emmy-andriessestraat,2022-09-25 21:19:39
14,65099420,Apartment Willemsparkweg,NA,5400.0,1071,GN,Museumkwartier,185,6,Upholstered,Aham Vastgoed,http://www.pararius.com/apartment-for-rent/amsterdam/65099420/willemsparkweg,2022-09-25 21:19:39
15,3a4ce2f2,Apartment Kerkstraat 132 A,NA,3450.0,1017,GP,Grachtengordel-Zuid,129,4,NA,Broersma Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/3a4ce2f2/kerkstraat,2022-09-25 21:19:39
16,b569ffe7,Apartment Minervalaan,NA,4450.0,1077,NL,Apollobuurt,164,6,Upholstered,Park Real Estate,http://www.pararius.com/apartment-for-rent/amsterdam/b569ffe7/minervalaan,2022-09-25 21:19:39
17,35f18df0,Apartment Leeuwenwerf,Rented under option,2450.0,1018,KA,Oostelijke Eilanden/Kadijken,104,4,NA,Huisportaal.nl,http://www.pararius.com/apartment-for-rent/amsterdam/35f18df0/leeuwenwerf,2022-09-25 21:19:39
18,4c1a8402,House Moestuinlaan,NA,4500.0,1036,KD,Tuindorp Oostzaan,200,10,Upholstered or furnished,Von Poll Real Estate - Centrum,http://www.pararius.com/house-for-rent/amsterdam/4c1a8402/moestuinlaan,2022-09-25 21:19:39
19,41c4d3fc,Apartment Van Breestraat 90 II,NA,4250.0,1071,ZS,Museumkwartier,122,7,Upholstered,Dutch Housing Centre BV,http://www.pararius.com/apartment-for-rent/amsterdam/41c4d3fc/van-breestraat,2022-09-25 21:19:39
20,6c424ce9,Apartment Esplanade de Meer,Rented under option,2500.0,1098,WN,Middenmeer,96,3,Furnished,The Dutch Realty,http://www.pararius.com/apartment-for-rent/amsterdam/6c424ce9/esplanade-de-meer,2022-09-25 21:19:39
21,d5d8f0eb,Apartment Raamgracht,NA,1700.0,1011,KH,Nieuwmarkt/Lastage,90,2,Furnished,Michiel Stolker Real Estate,http://www.pararius.com/apartment-for-rent/amsterdam/d5d8f0eb/raamgracht,2022-09-25 21:19:39
22,1cb34bf2,Apartment NDSM-kade,NA,1694.0,1033,PG,Noordelijke IJ-oevers West,89,2,Upholstered,"FRIS Woningmakelaars Amsterdam,                                                                                 Eefje Voogd Makelaardij",http://www.pararius.com/apartment-for-rent/amsterdam/1cb34bf2/ndsm-kade,2022-09-25 21:19:39
23,83aa1b10,Apartment NDSM-kade,NA,1568.0,1033,PG,Noordelijke IJ-oevers West,64,2,Upholstered,"FRIS Woningmakelaars Amsterdam,                                                                                 Eefje Voogd Makelaardij",http://www.pararius.com/apartment-for-rent/amsterdam/83aa1b10/ndsm-kade,2022-09-25 21:19:39
24,b10dbe3c,Apartment NDSM-kade,NA,1265.0,1033,PG,Noordelijke IJ-oevers West,63,2,Upholstered,"FRIS Woningmakelaars Amsterdam,                                                                                 Eefje Voogd Makelaardij",http://www.pararius.com/apartment-for-rent/amsterdam/b10dbe3c/ndsm-kade,2022-09-25 21:19:39
25,c4c0fce4,Apartment NDSM-kade,NA,1487.0,1033,PG,Noordelijke IJ-oevers West,71,2,Upholstered,"FRIS Woningmakelaars Amsterdam,                                                                                 Eefje Voogd Makelaardij",http://www.pararius.com/apartment-for-rent/amsterdam/c4c0fce4/ndsm-kade,2022-09-25 21:19:39
26,3f7ab065,Apartment Plantage Middenlaan,NA,3150.0,1018,DE,Weesperbuurt/Plantage,147,4,Upholstered,Keij & Stefels Makelaars en Taxateurs,http://www.pararius.com/apartment-for-rent/amsterdam/3f7ab065/plantage-middenlaan,2022-09-25 21:19:39
27,c47d6bed,Apartment Grasweg 168,Rented under option,1550.0,1031,HX,Noordelijke IJ-oevers West,62,3,NA,Uppmark,http://www.pararius.com/apartment-for-rent/amsterdam/c47d6bed/grasweg,2022-09-25 21:19:39
28,53e8856f,Apartment Mary van der Sluisstraat 284 *,NA,2500.0,1095,ME,Zeeburgereiland/Nieuwe Diep,88,3,NA,Mid-stay Apartments,http://www.pararius.com/apartment-for-rent/amsterdam/53e8856f/mary-van-der-sluisstraat,2022-09-25 21:19:39
29,28d6ff64,Apartment Houthavenweg,NA,1688.0,1014,ZA,Houthavens,60,1,NA,Wooove B.V.,http://www.pararius.com/apartment-for-rent/amsterdam/28d6ff64/houthavenweg,2022-09-25 21:19:39
30,41f964c4,Apartment Haparandaweg,NA,1328.0,1013,BD,Houthavens,43,1,NA,Wooove B.V.,http://www.pararius.com/apartment-for-rent/amsterdam/41f964c4/haparandaweg,2022-09-25 21:19:39
1,cc193b6a,Apartment Lijnbaansgracht,NA,7500.0,1016,VX,Jordaan,178,2,Upholstered or furnished,Kerkvliet Makelaars,http://www.pararius.com/apartment-for-rent/amsterdam/cc193b6a/lijnbaansgracht,2022-09-25 21:19:39
2,533bef1e,Apartment Grasweg 148,Rented under option,1550.0,1031,HX,Noordelijke IJ-oevers West,69,3,NA,Uppmark,http://www.pararius.com/apartment-for-rent/amsterdam/533bef1e/grasweg,2022-09-25 21:19:39
3,14bcf361,Apartment Grasweg 122,Rented under option,1747.0,1031,HX,Noordelijke IJ-oevers West,90,2,NA,Uppmark,http://www.pararius.com/apartment-for-rent/amsterdam/14bcf361/grasweg,2022-09-25 21:19:39
4,d3a0418c,House Adelaarsweg 7,NA,3500.0,1021,BM,IJplein/Vogelbuurt,180,6,Furnished,Renthouse Vastgoed,http://www.pararius.com/house-for-rent/amsterdam/d3a0418c/adelaarsweg,2022-09-25 21:19:39
5,68ee9f5a,Apartment Ruysdaelkade 197 2,Rented under option,1865.0,1072,AV,Nieuwe Pijp,58,3,Furnished,The Tenants Group,http://www.pararius.com/apartment-for-rent/amsterdam/68ee9f5a/ruysdaelkade,2022-09-25 21:19:39
6,7b66653f,Apartment Willem Parelstraat,Rented under option,1850.0,1018,KZ,Oostelijke Eilanden/Kadijken,84,3,NA,Eefje Voogd Makelaardij,http://www.pararius.com/apartment-for-rent/amsterdam/7b66653f/willem-parelstraat,2022-09-25 21:19:39
7,c4f5784b,Apartment Keizersgracht 385 B,NA,9750.0,1016,EJ,Grachtengordel-West,300,5,Upholstered or furnished,Parker & Williams Real Estate Services,http://www.pararius.com/apartment-for-rent/amsterdam/c4f5784b/keizersgracht,2022-09-25 21:19:39
8,6069c181,Apartment Aalsmeerweg 37 H,NA,3000.0,1059,AB,Hoofddorppleinbuurt,90,4,Upholstered,ViaDaan,http://www.pararius.com/apartment-for-rent/amsterdam/6069c181/aalsmeerweg,2022-09-25 21:19:39
9,7488ed77,Studio Wibautstraat 150,NA,3250.0,1091,GR,Weesperzijde,40,1,Furnished,ViaDaan,http://www.pararius.com/studio-for-rent/amsterdam/7488ed77/wibautstraat,2022-09-25 21:19:39
10,365dd50b,Apartment Grasweg 278,NA,1446.0,1031,HX,Noordelijke IJ-oevers West,62,3,NA,Uppmark,http://www.pararius.com/apartment-for-rent/amsterdam/365dd50b/grasweg,2022-09-25 21:19:39
11,4982ff93,Apartment Kalverstraat,Rented under option,2750.0,1012,PH,Burgwallen-Nieuwe Zijde,110,4,Furnished,The Dutch Realty,http://www.pararius.com/apartment-for-rent/amsterdam/4982ff93/kalverstraat,2022-09-25 21:19:39
